country;year;CENT;CENTconf;CENTratio;CENTunion;CONCconf;CONCunion
Greece;1988;;;;;;
Greece;1987;;;;;;
Greece;1986;0.364959908;0.248770407;2.141074764;0.1161895;0.618867155;0.045
Greece;1985;;;;;;
Greece;1984;;;;;;
Greece;1983;0.36491445;0.255369938;2.331197929;0.109544512;0.652138054;0.04
Greece;1982;;;;;;
Greece;1981;;;;;;
Greece;1980;0.366016299;0.256471787;2.34125639;0.109544512;0.657777778;0.04
Greece;1979;;;;;;
Greece;1978;;;;;;
Greece;1977;0.363550775;0.254006264;2.318749338;0.109544512;0.645191819;0.04
Greece;1976;;;;;;
Greece;1975;;;;;;
Greece;1974;;;;;;
Greece;1973;;;;;;
Greece;1972;;;;;;
Greece;1971;;;;;;
Greece;1970;;;;;;
Greece;1969;;;;;;
Greece;1968;;;;;;
Greece;1967;;;;;;
Greece;1966;;;;;;
Greece;1965;;;;;;
Greece;1964;;;;;;
Greece;1963;;;;;;
Greece;1962;;;;;;
Greece;1961;;;;;;
Greece;1960;;;;;;
Hong Kong;2017;;;;;;
Hong Kong;2016;;;;;;
Hong Kong;2015;;;;;0.260604652;
Hong Kong;2014;;;;;;
Hong Kong;2013;;;;;;
Hong Kong;2012;;;;;;
Hong Kong;2011;;;;;;
Hong Kong;2010;;;;;;
Hong Kong;2009;;;;;;
Hong Kong;2008;;;;;;
Hong Kong;2007;;;;;;
Hong Kong;2006;;;;;;
Hong Kong;2005;;;;;;
Hong Kong;2004;;;;;;
Hong Kong;2003;;;;;;
Hong Kong;2002;;;;;;
Hong Kong;2001;;;;;;
Hong Kong;2000;;;;;;
Hong Kong;1999;;;;;;
Hong Kong;1998;;;;;;
Hong Kong;1997;;;;;;
Hong Kong;1996;;;;;;
Hong Kong;1995;;;;;;
Hong Kong;1994;;;;;;
Hong Kong;1993;;;;;;
Hong Kong;1992;;;;;;
Hong Kong;1991;;;;;;
Hong Kong;1990;;;;;;
Hong Kong;1989;;;;;;
Hong Kong;1988;;;;;;
Hong Kong;1987;;;;;;
Hong Kong;1986;;;;;;
Hong Kong;1985;;;;;;
Hong Kong;1984;;;;;;
Hong Kong;1983;;;;;;
Hong Kong;1982;;;;;;
Hong Kong;1981;;;;;;
Hong Kong;1980;;;;;;
Hong Kong;1979;;;;;;
Hong Kong;1978;;;;;;
Hong Kong;1977;;;;;;
Hong Kong;1976;;;;;;
Hong Kong;1975;;;;;;
Hong Kong;1974;;;;;;
Hong Kong;1973;;;;;;
Hong Kong;1972;;;;;;
Hong Kong;1971;;;;;;
Hong Kong;1970;;;;;;
Hong Kong;1969;;;;;;
Hong Kong;1968;;;;;;
Hong Kong;1967;;;;;;
Hong Kong;1966;;;;;;
Hong Kong;1965;;;;;;
Hong Kong;1964;;;;;;
Hong Kong;1963;;;;;;
Hong Kong;1962;;;;;;
Hong Kong;1961;;;;;;
Hong Kong;1960;;;;;;
Hungary;2017;;;;;;
Hungary;2016;0.122474487;0;0;0.122474487;0.223429571;0.03
Hungary;2015;;;;;;
Hungary;2014;0.122474487;0;0;0.122474487;0.25561446;0.03
Hungary;2013;;;;;;
Hungary;2012;0.122474487;0;0;0.122474487;0.210487323;0.03
Hungary;2011;;;;;;
Hungary;2010;;;;;;
Hungary;2009;;;;;;
Hungary;2008;0.122474487;0;0;0.122474487;0.205470823;0.03
Hungary;2007;0.070710678;0;0;0.070710678;0.209158228;0.01
Hungary;2006;;;;;;
Hungary;2005;0.070710678;0;0;0.070710678;0.212399315;0.01
Hungary;2004;;;;;;
Hungary;2003;0.070710678;0;0;0.070710678;0.200249423;0.01
Hungary;2002;;;;;;
Hungary;2001;0.070710678;0;0;0.070710678;0.183848203;0.01
Hungary;2000;;;;;;
Hungary;1999;;;;;;
Hungary;1998;0.070710678;0;0;0.070710678;0.238859216;0.01
Hungary;1997;;;;;;
Hungary;1996;;;;;;
Hungary;1995;0.070710678;0;0;0.070710678;0.282137346;0.01
Hungary;1994;;;;;;
Hungary;1993;;;;;;
Hungary;1992;;;;;;
Hungary;1991;;;;;;
Hungary;1990;0.031622777;0;0;0.031622777;0.482792936;0.01
Hungary;1989;;;;;;
Hungary;1988;;;;;;
Hungary;1987;;;;;;
Hungary;1986;;;;;;
Hungary;1985;;;;;;
Hungary;1984;;;;;;
Hungary;1983;;;;;;
Hungary;1982;;;;;;
Hungary;1981;;;;;;
Hungary;1980;;;;;;
Hungary;1979;;;;;;0.08
Hungary;1978;;;;;;
Hungary;1977;;;;;;
Hungary;1976;;;;;;
Hungary;1975;;;;;;
Hungary;1974;;;;;;
Hungary;1973;;;;;;
Hungary;1972;;;;;;
Hungary;1971;;;;;;
Hungary;1970;;;;;;
Hungary;1969;;;;;;
Hungary;1968;;;;;;
Hungary;1967;;;;;;
Hungary;1966;;;;;;
Hungary;1965;;;;;;
Hungary;1964;;;;;;
Hungary;1963;;;;;;
Hungary;1962;;;;;;
Hungary;1961;;;;;;
Hungary;1960;;;;;;
Iceland;2017;;;;;;
Iceland;2016;;;;;0.581663173;
Iceland;2015;;;;;;
Iceland;2014;;;;;;
Iceland;2013;;;;;0.543820293;
Iceland;2012;;;;;;
Iceland;2011;;;;;;
Iceland;2010;;;;;;
Iceland;2009;;;;;;
Iceland;2008;;;;;0.603101324;
Iceland;2007;;;;;;
Iceland;2006;;;;;;
Iceland;2005;;;;;;
Iceland;2004;;;;;0.423809904;
Iceland;2003;;;;;;
Iceland;2002;;;;;;
Iceland;2001;;;;;;
Iceland;2000;;;;;;
Iceland;1999;;;;;;
Iceland;1998;;;;;;
Iceland;1997;;;;;;
Iceland;1996;;;;;;
Iceland;1995;;;;;;
Iceland;1994;;;;;;
Iceland;1993;;;;;;
Iceland;1992;;;;;;
Iceland;1991;;;;;;
Iceland;1990;;;;;;
Iceland;1989;;;;;;
Iceland;1988;;;;;;
Iceland;1987;;;;;;
Iceland;1986;;;;;;
Iceland;1985;;;;;;
Iceland;1984;;;;;;
Iceland;1983;;;;;;
Iceland;1982;;;;;;
Iceland;1981;;;;;;
Iceland;1980;;;;;;
Iceland;1979;;;;;0.54651165;
Iceland;1978;;;;;;
Iceland;1977;;;;;;
Iceland;1976;;;;;;
Iceland;1975;;;;;;
Iceland;1974;;;;;;
Iceland;1973;;;;;;
Iceland;1972;;;;;;
Iceland;1971;;;;;;
Iceland;1970;;;;;;
Iceland;1969;;;;;;
Iceland;1968;;;;;;
Iceland;1967;;;;;;
Iceland;1966;;;;;;
Iceland;1965;;;;;;
Iceland;1964;;;;;;
Iceland;1963;;;;;;
Iceland;1962;;;;;;
Iceland;1961;;;;;;
Iceland;1960;;;;;;
India;2017;;;;;;
India;2016;;;;;;
India;2015;;;;;;
India;2014;;;;;;
India;2013;;;;;0.081870767;
India;2012;;;;;;
India;2011;;;;;;
India;2010;;;;;;
India;2009;;;;;;
India;2008;;;;;;
India;2007;;;;;;
India;2006;;;;;;
India;2005;;;;;;
India;2004;;;;;0.038806858;
India;2003;;;;;;
India;2002;;;;;;
India;2001;;;;;;
India;2000;;;;;;
India;1999;;;;;;
India;1998;;;;;;
India;1997;;;;;;
India;1996;;;;;;
India;1995;;;;;;
India;1994;;;;;;
India;1993;;;;;;
India;1992;;;;;;
India;1991;;;;;;
India;1990;;;;;;
India;1989;;;;;;
India;1988;;;;;;
India;1987;;;;;;
India;1986;;;;;;
India;1985;;;;;;
India;1984;;;;;;
India;1983;;;;;;
India;1982;;;;;;
India;1981;;;;;;
India;1980;;;;;;
India;1979;;;;;;
India;1978;;;;;;
India;1977;;;;;;
India;1976;;;;;;
India;1975;;;;;;
India;1974;;;;;;
India;1973;;;;;;
India;1972;;;;;;
India;1971;;;;;;
India;1970;;;;;;
India;1969;;;;;;
India;1968;;;;;;
India;1967;;;;;;
India;1966;;;;;;
India;1965;;;;;;
India;1964;;;;;;
India;1963;;;;;;
India;1962;;;;;;
India;1961;;;;;;
India;1960;;;;;;
Indonesia;2017;;;;;;
Indonesia;2016;;;;;;
Indonesia;2015;;;;;0.11256221;
Indonesia;2014;;;;;;
Indonesia;2013;;;;;;
Indonesia;2012;;;;;0.11205198;
Indonesia;2011;;;;;;
Indonesia;2010;;;;;;
Indonesia;2009;;;;;;
Indonesia;2008;;;;;0.21132206;
Indonesia;2007;;;;;;
Indonesia;2006;;;;;0.256214686;
Indonesia;2005;;;;;;
Indonesia;2004;;;;;;
Indonesia;2003;;;;;;
Indonesia;2002;;;;;;
Indonesia;2001;;;;;;
Indonesia;2000;;;;;;
Indonesia;1999;;;;;;
Indonesia;1998;;;;;;
Indonesia;1997;;;;;;
Indonesia;1996;;;;;;
Indonesia;1995;;;;;;
Indonesia;1994;;;;;;
Indonesia;1993;;;;;;
Indonesia;1992;;;;;;
Indonesia;1991;;;;;;
Indonesia;1990;;;;;;
Indonesia;1989;;;;;;
Indonesia;1988;;;;;;
Indonesia;1987;;;;;;
Indonesia;1986;;;;;;
Indonesia;1985;;;;;;
Indonesia;1984;;;;;;
Indonesia;1983;;;;;;
Indonesia;1982;;;;;;
Indonesia;1981;;;;;;
Indonesia;1980;;;;;;
Indonesia;1979;;;;;;
Indonesia;1978;;;;;;
Indonesia;1977;;;;;;
Indonesia;1976;;;;;;
Indonesia;1975;;;;;;
Indonesia;1974;;;;;;
Indonesia;1973;;;;;;
Indonesia;1972;;;;;;
Indonesia;1971;;;;;;
Indonesia;1970;;;;;;
Indonesia;1969;;;;;;
Indonesia;1968;;;;;;
Indonesia;1967;;;;;;
Indonesia;1966;;;;;;
Indonesia;1965;;;;;;
Indonesia;1964;;;;;;
Indonesia;1963;;;;;;
Indonesia;1962;;;;;;
Indonesia;1961;;;;;;
Indonesia;1960;;;;;;
Ireland;2017;0.60655115;0.309903211;1.04468351;0.296647939;0.9604;0.22
Ireland;2016;0.606987447;0.310339507;1.046154265;0.296647939;0.963106097;0.22
Ireland;2015;0.60655115;0.309903211;1.04468351;0.296647939;0.9604;0.22
Ireland;2014;0.60655115;0.309903211;1.04468351;0.296647939;0.9604;0.22
Ireland;2013;0.607389126;0.310741187;1.047508327;0.296647939;0.965600852;0.22
Ireland;2012;0.603160777;0.309903211;1.056761177;0.293257566;0.9604;0.215
Ireland;2011;0.600165299;0.310337764;1.070767015;0.289827535;0.96309528;0.21
Ireland;2010;0.600331656;0.310504121;1.071340998;0.289827535;0.964128089;0.21
Ireland;2009;0.6000682;0.310240665;1.070431992;0.289827535;0.962492705;0.21
Ireland;2008;0.600381065;0.31055353;1.071511476;0.289827535;0.964434948;0.21
Ireland;2007;0.599327051;0.309499516;1.067874782;0.289827535;0.957899502;0.21
Ireland;2006;0.592264252;0.309421539;1.093970343;0.282842712;0.95741689;0.2
Ireland;2005;0.59203598;0.309193267;1.093163281;0.282842712;0.956004766;0.2
Ireland;2004;0.591906029;0.309063317;1.092703836;0.282842712;0.955201338;0.2
Ireland;2003;0.584795121;0.309114146;1.121274858;0.275680975;0.955515553;0.19
Ireland;2002;0.584695263;0.309014288;1.120912635;0.275680975;0.954898304;0.19
Ireland;2001;0.58452555;0.308844575;1.120297019;0.275680975;0.953849713;0.19
Ireland;2000;0.584434267;0.308753292;1.119965901;0.275680975;0.95328595;0.19
Ireland;1999;0.584365693;0.308684718;1.11971716;0.275680975;0.952862554;0.19
Ireland;1998;0.591443464;0.308600751;1.091068419;0.282842712;0.952344237;0.2
Ireland;1997;0.593484032;0.308527895;1.082720655;0.284956137;0.951894622;0.203
Ireland;1996;0.594564365;0.308207944;1.076308826;0.286356421;0.949921365;0.205
Ireland;1995;0.595856728;0.308106837;1.070745275;0.287749891;0.949298228;0.207
Ireland;1994;0.597305664;0.308169018;1.065824836;0.289136646;0.949681437;0.209
Ireland;1993;0.59838443;0.307867649;1.05972415;0.290516781;0.947824892;0.211
Ireland;1992;0.600165123;0.308274732;1.056131831;0.29189039;0.950333106;0.213
Ireland;1991;0.589314035;0.296056469;1.009544179;0.293257566;0.876494327;0.215
Ireland;1990;0.590993299;0.296374902;1.005961965;0.294618397;0.878380824;0.217
Ireland;1989;0.543012419;0.290030206;1.14644505;0.252982213;0.841175202;0.16
Ireland;1988;0.52089225;0.280060358;1.162887342;0.240831892;0.784338042;0.145
Ireland;1987;0.519095563;0.281608721;1.185786628;0.237486842;0.793034719;0.141
Ireland;1986;0.526737344;0.292643346;1.250110418;0.234093998;0.856401279;0.137
Ireland;1985;0.519770178;0.289118926;1.253489517;0.230651252;0.835897536;0.133
Ireland;1984;0.525837206;0.289194015;1.222067759;0.236643191;0.83633178;0.14
Ireland;1983;0.522951002;0.281290083;1.163986645;0.241660919;0.791241108;0.146
Ireland;1982;0.534694783;0.287308445;1.161375556;0.247386338;0.825461427;0.153
Ireland;1981;0.540515021;0.287532808;1.13657322;0.252982213;0.826751158;0.16
Ireland;1980;0.544653358;0.287748706;1.120060321;0.256904652;0.82799318;0.165
Ireland;1979;0.544185323;0.287280672;1.118238498;0.256904652;0.825301844;0.165
Ireland;1978;0.547853926;0.290949274;1.132518514;0.256904652;0.846514802;0.165
Ireland;1977;0.543067451;0.290085238;1.146662584;0.252982213;0.841494452;0.16
Ireland;1976;0.54262832;0.289646107;1.144926767;0.252982213;0.838948673;0.16
Ireland;1975;0.537975769;0.288175849;1.153626668;0.24979992;0.830453201;0.156
Ireland;1974;0.541828861;0.288846649;1.14176663;0.252982213;0.834323864;0.16
Ireland;1973;0.549743481;0.288975384;1.108170013;0.260768096;0.835067728;0.17
Ireland;1972;0.55426834;0.289693209;1.094937412;0.264575131;0.839221555;0.175
Ireland;1971;0.561751392;0.293423235;1.093523833;0.268328157;0.860971948;0.18
Ireland;1970;0.567080877;0.295051467;1.084630763;0.27202941;0.87055368;0.185
Ireland;1969;0.275680975;0;0;0.275680975;0.871476089;0.19
Ireland;1968;0.279284801;0;0;0.279284801;0.868176468;0.195
Ireland;1967;0.282842712;0;0;0.282842712;0.87546567;0.2
Ireland;1966;0.282842712;0;0;0.282842712;0.877837231;0.2
Ireland;1965;0.282842712;0;0;0.282842712;0.875097616;0.2
Ireland;1964;0.282842712;0;0;0.282842712;0.884316237;0.2
Ireland;1963;0.289827535;0;0;0.289827535;0.887107378;0.21
Ireland;1962;0.289827535;0;0;0.289827535;0.878267467;0.21
Ireland;1961;0.289827535;0;0;0.289827535;0.881562082;0.21
Ireland;1960;0.293938769;0;0;0.293938769;0.880887492;0.216
Israel;2017;;;;;0.698930347;
Israel;2016;;;;;;
Israel;2015;;;;;;
Israel;2014;;;;;;
Israel;2013;;;;;;
Israel;2012;;;;;0.675885522;
Israel;2011;;;;;;
Israel;2010;;;;;;
Israel;2009;;;;;;
Israel;2008;;;;;;
Israel;2007;;;;;0.421656266;
Israel;2006;;;;;;
Israel;2005;;;;;;
Israel;2004;;;;;;
Israel;2003;;;;;;
Israel;2002;;;;;;
Israel;2001;;;;;;
Israel;2000;;;;;0.63182117;
Israel;1999;;;;;;
Israel;1998;;;;;;
Israel;1997;;;;;;
Israel;1996;;;;;;
Israel;1995;;;;;0.814065238;
Israel;1994;;;;;;
Israel;1993;;;;;;
Israel;1992;;;;;;
Israel;1991;;;;;;
Israel;1990;;;;;0.871111111;
Israel;1989;;;;;;
Israel;1988;;;;;;
Israel;1987;;;;;;
Israel;1986;;;;;;
Israel;1985;;;;;;
Israel;1984;;;;;;
Israel;1983;;;;;0.888979592;
Israel;1982;;;;;;
Israel;1981;;;;;0.87890625;
Israel;1980;;;;;;
Israel;1979;;;;;0.9025;
Israel;1978;;;;;;
Israel;1977;;;;;;
Israel;1976;;;;;0.9025;
Israel;1975;;;;;;
Israel;1974;;;;;;
Israel;1973;;;;;;
Israel;1972;;;;;;
Israel;1971;;;;;;
Israel;1970;;;;;0.9025;
Israel;1969;;;;;;
Israel;1968;;;;;;
Israel;1967;;;;;;
Israel;1966;;;;;;
Israel;1965;;;;;;
Israel;1964;;;;;;
Israel;1963;;;;;;
Israel;1962;;;;;;
Israel;1961;;;;;;
Israel;1960;;;;;;
Italy;2017;0.457557414;0.240301804;1.106078706;0.21725561;0.288724784;0.118
Italy;2016;0.457250716;0.239995106;1.104667015;0.21725561;0.287988254;0.118
Italy;2015;0.457447252;0.240191643;1.105571648;0.21725561;0.288460126;0.118
Italy;2014;0.455054376;0.24057827;1.121701969;0.214476106;0.28938952;0.115
Italy;2013;0.455231423;0.240755318;1.122527456;0.214476106;0.289815615;0.115
Italy;2012;0.455634203;0.241158097;1.124405424;0.214476106;0.290786138;0.115
Italy;2011;0.45562967;0.241153564;1.124384288;0.214476106;0.290775206;0.115
Italy;2010;0.454375975;0.241773059;1.137204809;0.212602916;0.29227106;0.113
Italy;2009;0.451649011;0.241887242;1.153152178;0.20976177;0.292547188;0.11
Italy;2008;0.450320317;0.24247422;1.166604636;0.207846097;0.293968738;0.108
Italy;2007;0.450227182;0.242381085;1.166156541;0.207846097;0.293742953;0.108
Italy;2006;0.450641813;0.242795716;1.168151434;0.207846097;0.294748799;0.108
Italy;2005;0.449713906;0.242832297;1.173774213;0.206881609;0.294837623;0.107
Italy;2004;0.449793487;0.242911878;1.174158882;0.206881609;0.295030903;0.107
Italy;2003;0.449133386;0.243220783;1.181184539;0.205912603;0.295781746;0.106
Italy;2002;0.448532267;0.243593252;1.18861336;0.204939015;0.296688361;0.105
Italy;2001;0.448592501;0.243653485;1.188907271;0.204939015;0.296835105;0.105
Italy;2000;0.447412013;0.243451233;1.193617871;0.203960781;0.296342513;0.104
Italy;1999;0.447265681;0.2433049;1.192900417;0.203960781;0.295986372;0.104
Italy;1998;0.446464798;0.243486967;1.199574186;0.202977831;0.296429515;0.103
Italy;1997;0.447572323;0.243611543;1.194403857;0.203960781;0.296732919;0.104
Italy;1996;0.447498125;0.243537345;1.194040069;0.203960781;0.296552191;0.104
Italy;1995;0.449936806;0.244024203;1.185086294;0.205912603;0.297739059;0.106
Italy;1994;0.448865099;0.243926084;1.190237417;0.204939015;0.297499673;0.105
Italy;1993;0.448845589;0.243906574;1.190142216;0.204939015;0.297452084;0.105
Italy;1992;0.388968689;0.244054921;1.684138956;0.144913767;0.297814022;0.105
Italy;1991;0.379730918;0.234817151;1.620392286;0.144913767;0.275695472;0.105
Italy;1990;0.380266292;0.235352525;1.624086717;0.144913767;0.276954055;0.105
Italy;1989;0.38058035;0.235666582;1.626253921;0.144913767;0.27769369;0.105
Italy;1988;0.380453379;0.235539612;1.625377738;0.144913767;0.277394543;0.105
Italy;1987;0.390817607;0.246595556;1.709832538;0.144222051;0.30404684;0.104
Italy;1986;0.390508496;0.246981495;1.720801612;0.143527001;0.304999293;0.103
Italy;1985;0.388761741;0.246635037;1.735318068;0.142126704;0.304144209;0.101
Italy;1984;0.387846555;0.245017986;1.71546903;0.142828569;0.300169067;0.102
Italy;1983;0.386980626;0.24555927;1.73636625;0.141421356;0.301496776;0.1
Italy;1982;0.388330058;0.24550149;1.718854235;0.142828569;0.301354908;0.102
Italy;1981;0.391898557;0.245611168;1.678963382;0.146287388;0.30162423;0.107
Italy;1980;0.386231902;0.24551943;1.744830609;0.140712473;0.301398952;0.099
Italy;1979;0.385834268;0.246550386;1.770128608;0.139283883;0.303935463;0.097
Italy;1978;0.385469651;0.246905587;1.781887586;0.138564065;0.304811843;0.096
Italy;1977;0.399142789;0.260578724;1.880564959;0.138564065;0.339506358;0.096
Italy;1976;0.398641678;0.260077613;1.876948498;0.138564065;0.338201824;0.096
Italy;1975;0.399390226;0.260826162;1.882350684;0.138564065;0.340151433;0.096
Italy;1974;0.398478425;0.260637938;1.890866335;0.137840488;0.339660672;0.095
Italy;1973;0.396847638;0.259734545;1.894308863;0.137113092;0.337310171;0.094
Italy;1972;0.395416943;0.259035126;1.899337698;0.136381817;0.335495983;0.093
Italy;1971;0.395735284;0.260088685;1.917399221;0.1356466;0.338230619;0.092
Italy;1970;0.392942309;0.260277317;1.961914097;0.132664992;0.338721409;0.088
Italy;1969;0.389759793;0.259375745;1.989321154;0.130384048;0.336378886;0.085
Italy;1968;0.485113072;0.259281277;1.14811679;0.225831796;0.336133902;0.085
Italy;1967;0.486385797;0.260554001;1.15375251;0.225831796;0.339441938;0.085
Italy;1966;0.487524404;0.261692608;1.158794345;0.225831796;0.342415105;0.085
Italy;1965;0.489487651;0.263655855;1.16748775;0.225831796;0.34757205;0.085
Italy;1964;0.49077003;0.264938234;1.173166218;0.225831796;0.350961339;0.085
Italy;1963;0.491004998;0.265173202;1.174206674;0.225831796;0.351584135;0.085
Italy;1962;0.602489823;0.376658027;1.667869778;0.225831796;0.354678173;0.085
Italy;1961;0.603040296;0.3772085;1.670307312;0.225831796;0.355715631;0.085
Italy;1960;0.606923808;0.381092012;1.687503793;0.225831796;0.363077804;0.085
Japan;2017;;;;;;0.1
Japan;2016;0.405005608;0.305005608;3.050056079;0.1;0.465142104;0.1
Japan;2015;0.403545877;0.303545877;3.03545877;0.1;0.460700497;0.1
Japan;2014;0.402690102;0.303191359;3.047187808;0.099498744;0.459625;0.099
Japan;2013;0.402244842;0.302746098;3.042712772;0.099498744;0.458276;0.099
Japan;2012;0.401971075;0.302472331;3.039961312;0.099498744;0.457447556;0.099
Japan;2011;0.39979446;0.300799511;3.038533913;0.098994949;0.452401729;0.098
Japan;2010;0.39858756;0.29959261;3.026342376;0.098994949;0.448778661;0.098
Japan;2009;;;;;;
Japan;2008;0.392912669;0.294424091;2.989423721;0.098488578;0.433427728;0.097
Japan;2007;0.392698526;0.294718936;3.007962545;0.09797959;0.434296256;0.096
Japan;2006;0.389408085;0.291428496;2.974379629;0.09797959;0.42465284;0.096
Japan;2005;0.38652057;0.289052626;2.965617374;0.097467943;0.417757104;0.095
Japan;2004;0.38426732;0.286799377;2.942499522;0.097467943;0.411269413;0.095
Japan;2003;0.384349499;0.287912991;2.985518642;0.096436508;0.414469453;0.093
Japan;2002;0.385237979;0.288801471;2.994731752;0.096436508;0.417031449;0.093
Japan;2001;0.386126496;0.289689988;3.00394524;0.096436508;0.419601446;0.093
Japan;2000;0.387417373;0.290980865;3.017331015;0.096436508;0.42334932;0.093
Japan;1999;0.384056285;0.287619777;2.982478153;0.096436508;0.413625681;0.093
Japan;1998;0.381124605;0.284688098;2.952078054;0.096436508;0.405236565;0.093
Japan;1997;0.378193342;0.281756835;2.921682271;0.096436508;0.396934569;0.093
Japan;1996;0.374742631;0.278826001;2.906962007;0.09591663;0.388719693;0.092
Japan;1995;0.371354547;0.275960627;2.892853411;0.09539392;0.380771339;0.091
Japan;1994;0.37125732;0.27638899;2.913395764;0.09486833;0.381954369;0.09
Japan;1993;0.372056494;0.277188164;2.921819794;0.09486833;0.384166391;0.09
Japan;1992;0.372855701;0.277987371;2.930244177;0.09486833;0.386384892;0.09
Japan;1991;0.373654941;0.278786611;2.938668911;0.09486833;0.388609873;0.09
Japan;1990;0.374359384;0.279491054;2.946094389;0.09486833;0.390576247;0.09
Japan;1989;0.409628893;0.314760564;3.317867661;0.09486833;0.495371062;0.09
Japan;1988;0.419986648;0.311358843;2.866290477;0.108627805;0.484721645;0.118
Japan;1987;0.355679997;0.247052193;2.274299778;0.108627805;0.305173929;0.118
Japan;1986;0.354363725;0.24573592;2.262182511;0.108627805;0.301930713;0.118
Japan;1985;0.355421892;0.246794087;2.271923725;0.108627805;0.304536607;0.118
Japan;1984;0.356611093;0.247983288;2.282871207;0.108627805;0.307478556;0.118
Japan;1983;0.357538218;0.248910413;2.291406085;0.108627805;0.309781969;0.118
Japan;1982;0.351337793;0.245981255;2.334750754;0.105356538;0.30253389;0.111
Japan;1981;0.352209759;0.246853222;2.343027094;0.105356538;0.304682566;0.111
Japan;1980;0.352672799;0.247316261;2.347422069;0.105356538;0.305826665;0.111
Japan;1979;0.352949007;0.24759247;2.350043722;0.105356538;0.306510155;0.111
Japan;1978;0.353313677;0.24795714;2.353505017;0.105356538;0.307413716;0.111
Japan;1977;0.348959839;0.247470923;2.43840346;0.101488916;0.306209289;0.103
Japan;1976;0.348790057;0.247301142;2.436730553;0.101488916;0.305789273;0.103
Japan;1975;0.348078294;0.246589378;2.429717339;0.101488916;0.304031607;0.103
Japan;1974;0.346232119;0.244743204;2.411526442;0.101488916;0.299496179;0.103
Japan;1973;0.345498629;0.244009713;2.404299148;0.101488916;0.297703701;0.103
Japan;1972;0.332240175;0.237371845;2.502118943;0.09486833;0.281726964;0.09
Japan;1971;0.33353634;0.23866801;2.515781721;0.09486833;0.284812095;0.09
Japan;1970;0.332852266;0.237983936;2.508570951;0.09486833;0.28318177;0.09
Japan;1969;0.333542718;0.238674388;2.515848949;0.09486833;0.284827317;0.09
Japan;1968;0.333485914;0.238617584;2.515250189;0.09486833;0.284691758;0.09
Japan;1967;0.341762234;0.245845603;2.563117595;0.09591663;0.302200303;0.092
Japan;1966;0.343001337;0.247084707;2.576036145;0.09591663;0.305254262;0.092
Japan;1965;0.344091931;0.2481753;2.587406365;0.09591663;0.307954898;0.092
Japan;1964;0.346587448;0.250670818;2.613423935;0.09591663;0.314179295;0.092
Japan;1963;0.349360892;0.253444262;2.642339089;0.09591663;0.32116997;0.092
Japan;1962;0.360867028;0.255036976;2.409872905;0.105830052;0.325219295;0.112
Japan;1961;0.386250283;0.28042023;2.649722113;0.105830052;0.393177528;0.112
Japan;1960;0.389032268;0.283202215;2.6760094;0.105830052;0.401017473;0.112
Korea (Republic of);2017;0.285766223;0.170440597;1.477907412;0.115325626;0.290499972;0.133
Korea (Republic of);2016;0.286293224;0.170967599;1.482477092;0.115325626;0.292299198;0.133
Korea (Republic of);2015;;;;;0;
Korea (Republic of);2014;0.296411825;0.182394282;1.599703679;0.114017543;0.332676742;0.13
Korea (Republic of);2013;;;;;0;
Korea (Republic of);2012;0.288823978;0.179279466;1.636590129;0.109544512;0.32141127;0.12
Korea (Republic of);2011;;;;;0;
Korea (Republic of);2010;0.315216248;0.205671737;1.877517494;0.109544512;0.423008633;0.12
Korea (Republic of);2009;;;;;0;
Korea (Republic of);2008;0.311525803;0.201981292;1.843828496;0.109544512;0.407964423;0.12
Korea (Republic of);2007;;;;;;
Korea (Republic of);2006;;;;;;
Korea (Republic of);2005;;;;;;
Korea (Republic of);2004;;;;;;
Korea (Republic of);2003;;;;;;
Korea (Republic of);2002;;;;;;
Korea (Republic of);2001;0.33175385;0.23175385;2.3175385;0.1;0.53709847;0.1
Korea (Republic of);2000;;;;;;
Korea (Republic of);1999;0.335977485;0.235977485;2.359774847;0.1;0.556853733;0.1
Korea (Republic of);1998;;;;;;
Korea (Republic of);1997;0.336643484;0.236643484;2.366434838;0.1;0.560001384;0.1
Korea (Republic of);1996;;;;;;
Korea (Republic of);1995;0.348254155;0.248254155;2.482541554;0.1;0.616301257;0.1
Korea (Republic of);1994;;;;;;
Korea (Republic of);1993;0.36083858;0.26083858;2.608385799;0.1;0.680367648;0.1
Korea (Republic of);1992;;;;;;
Korea (Republic of);1991;0.368819899;0.268819899;2.688198991;0.1;0.722641381;0.1
Korea (Republic of);1990;;;;;;
Korea (Republic of);1989;;;;;;
Korea (Republic of);1988;;;;;;
Korea (Republic of);1987;0.089442719;0;0;0.089442719;1;0.08
Korea (Republic of);1986;;;;;1;
Korea (Republic of);1985;;;;;1;
Korea (Republic of);1984;;;;;1;
Korea (Republic of);1983;;;;;1;
Korea (Republic of);1982;;;;;1;
Korea (Republic of);1981;;;;;1;
Korea (Republic of);1980;0.089442719;0;0;0.089442719;1;0.08
Korea (Republic of);1979;;;;;1;
Korea (Republic of);1978;;;;;1;
Korea (Republic of);1977;;;;;1;
Korea (Republic of);1976;;;;;1;
Korea (Republic of);1975;;;;;1;
Korea (Republic of);1974;;;;;1;
Korea (Republic of);1973;;;;;1;
Korea (Republic of);1972;0.090553851;0;0;0.090553851;1;0.082
Korea (Republic of);1971;;;;;1;
Korea (Republic of);1970;;;;;1;
