VariableCode,RegionCode,YearCode,AggValue
labsh,UKR,2017,0.55844122171402000
labsh,UKR,2018,0.55844122171402000
labsh,UKR,2019,0.55844122171402000
labsh,LVA,1970,0.52891033887863200
labsh,LVA,1971,0.52891033887863200
labsh,LVA,1972,0.52891033887863200
labsh,LVA,1973,0.52891033887863200
labsh,LVA,1974,0.52891033887863200
labsh,GTM,1985,0.54626822471618700
labsh,GTM,1986,0.54626822471618700
labsh,GTM,1987,0.54626822471618700
labsh,GTM,1988,0.54626822471618700
labsh,GTM,1989,0.54626822471618700
labsh,GTM,1990,0.54626822471618700
labsh,GTM,1991,0.54626822471618700
labsh,GTM,1992,0.54626822471618700
labsh,GTM,1993,0.54626822471618700
labsh,GTM,1994,0.54626822471618700
labsh,GTM,1995,0.54626822471618700
labsh,GTM,1996,0.54626822471618700
labsh,GTM,1997,0.54626822471618700
labsh,GTM,1998,0.54626822471618700
labsh,GTM,1999,0.54626822471618700
labsh,GTM,2000,0.54626822471618700
labsh,GTM,2001,0.54626822471618700
labsh,GTM,2002,0.53360295295715300
labsh,GTM,2003,0.53583902120590200
labsh,GTM,2004,0.53036469221115100
labsh,GTM,2005,0.52413427829742400
labsh,GTM,2006,0.52074575424194300
labsh,GTM,2007,0.50872623920440700
labsh,GTM,2008,0.50204807519912700
labsh,GTM,2009,0.50054156780242900
labsh,GTM,2010,0.50137948989868200
labsh,GTM,2011,0.48943927884101900
labsh,GTM,2012,0.49150240421295200
labsh,GTM,2013,0.48831608891487100
labsh,GTM,2014,0.48355761170387300
labsh,GTM,2015,0.48407262563705400
labsh,GTM,2016,0.48295676708221400
labsh,GTM,2017,0.49129220843315100
labsh,GTM,2018,0.49327304959297200
labsh,GTM,2019,0.49327304959297200
labsh,RUS,1970,0.51924914121627800
labsh,RUS,1971,0.51924914121627800
labsh,RUS,1972,0.51924914121627800
labsh,RUS,1973,0.51924914121627800
labsh,RUS,1974,0.51924914121627800
labsh,RUS,1975,0.51924914121627800
labsh,RUS,1976,0.51924914121627800
labsh,RUS,1977,0.51924914121627800
labsh,RUS,1978,0.51924914121627800
labsh,RUS,1979,0.51924914121627800
labsh,RUS,1980,0.51924914121627800
labsh,RUS,1981,0.51924914121627800
labsh,RUS,1982,0.51924914121627800
labsh,RUS,1983,0.51924914121627800
labsh,RUS,1984,0.51924914121627800
labsh,RUS,1985,0.51924914121627800
labsh,RUS,1986,0.51924914121627800
labsh,RUS,1987,0.51924914121627800
labsh,RUS,1988,0.51924914121627800
labsh,RUS,1989,0.51924914121627800
labsh,RUS,1990,0.51924914121627800
labsh,RUS,1991,0.51924914121627800
labsh,RUS,1992,0.51924914121627800
labsh,RUS,1993,0.51924914121627800
labsh,RUS,1994,0.51924914121627800
labsh,RUS,1995,0.51924914121627800
labsh,RUS,1996,0.51924914121627800
labsh,RUS,1997,0.51924914121627800
labsh,RUS,1998,0.51924914121627800
labsh,RUS,1999,0.51924914121627800
labsh,RUS,2000,0.51924914121627800
labsh,RUS,2001,0.51924914121627800
labsh,RUS,2002,0.51924914121627800
labsh,RUS,2003,0.50823080539703400
labsh,RUS,2004,0.50123745203018200
labsh,RUS,2005,0.49434229731559800
labsh,RUS,2006,0.50361633300781300
labsh,RUS,2007,0.51906454563140900
labsh,RUS,2008,0.52859628200531000
labsh,RUS,2009,0.56889033317565900
labsh,RUS,2010,0.53707551956176800
labsh,RUS,2011,0.54703384637832600
labsh,RUS,2012,0.55096000432968100
labsh,RUS,2013,0.57178795337677000
labsh,RUS,2014,0.58560311794281000
labsh,RUS,2015,0.57598525285720800
labsh,RUS,2016,0.57809078693389900
labsh,RUS,2017,0.57206511497497600
labsh,RUS,2018,0.53920120000839200
labsh,RUS,2019,0.53920120000839200
labsh,TUR,1972,0.38499811291694600
labsh,TUR,1973,0.38499811291694600
labsh,TUR,1974,0.38499811291694600
labsh,TUR,1975,0.38499811291694600
labsh,TUR,1976,0.38499811291694600
labsh,TUR,1977,0.38499811291694600
labsh,TUR,1978,0.38499811291694600
labsh,TUR,1979,0.38499811291694600
labsh,TUR,1980,0.38499811291694600
labsh,TUR,1981,0.38499811291694600
labsh,TUR,1982,0.38499811291694600
labsh,TUR,1983,0.38499811291694600
labsh,TUR,1984,0.38499811291694600
labsh,TUR,1985,0.38499811291694600
labsh,TUR,1986,0.38499811291694600
labsh,TUR,1987,0.38499811291694600
labsh,TUR,1988,0.38499811291694600
labsh,TUR,1989,0.38499811291694600
labsh,TUR,1990,0.38499811291694600
labsh,TUR,1991,0.38499811291694600
labsh,TUR,1992,0.38499811291694600
labsh,TUR,1993,0.38499811291694600
labsh,TUR,1994,0.38499811291694600
labsh,TUR,1995,0.38499811291694600
labsh,TUR,1996,0.38499811291694600
labsh,TUR,1997,0.38499811291694600
labsh,TUR,1998,0.38499811291694600
labsh,TUR,1999,0.40404891967773400
labsh,TUR,2000,0.39739942550659200
labsh,TUR,2001,0.37458983063697800
labsh,TUR,2002,0.37968751788139300
labsh,TUR,2003,0.38416650891304000
labsh,TUR,2004,0.38207083940506000
labsh,TUR,2005,0.38182330131530800
labsh,TUR,2006,0.37980839610099800
labsh,TUR,2007,0.38608062267303500
labsh,TUR,2008,0.38566717505455000
labsh,TUR,2009,0.39881631731987000
labsh,TUR,2010,0.41391974687576300
labsh,TUR,2011,0.40404352545738200
labsh,TUR,2012,0.42336127161979700
labsh,TUR,2013,0.41650065779686000
labsh,FIN,2007,0.55915278196334800
labsh,FIN,2008,0.57032293081283600
labsh,FIN,2009,0.60791313648223900
labsh,FIN,2010,0.59679406881332400
labsh,FIN,2011,0.60006916522979700
labsh,FIN,2012,0.61398357152938800
labsh,FIN,2013,0.61039900779724100
labsh,FIN,2014,0.60129684209823600
labsh,FIN,2015,0.59341579675674400
labsh,FIN,2016,0.58833807706832900
labsh,FIN,2017,0.56780558824539200
labsh,FIN,2018,0.57127171754837000
labsh,FIN,2019,0.57127171754837000
labsh,JOR,1960,0.48713111877441400
labsh,JOR,1961,0.48713111877441400
labsh,JOR,1962,0.48713111877441400
labsh,JOR,1963,0.48713111877441400
labsh,JOR,1964,0.48713111877441400
labsh,JOR,1965,0.48713111877441400
labsh,JOR,1966,0.48713111877441400
labsh,JOR,1967,0.48713111877441400
labsh,JOR,1968,0.48713111877441400
labsh,JOR,1969,0.48713111877441400
labsh,JOR,1970,0.48713111877441400
labsh,JOR,1971,0.50214570760726900
labsh,JOR,1972,0.50214570760726900
labsh,JOR,1973,0.47471782565116900
labsh,JOR,1974,0.50214570760726900
labsh,JOR,1975,0.48904138803482100
labsh,JOR,1976,0.50214570760726900
labsh,JOR,1977,0.47701948881149300
labsh,JOR,1978,0.46467715501785300
labsh,JOR,1979,0.46339645981788600
labsh,JOR,1980,0.49273771047592200
labsh,JOR,1981,0.47569665312767000
labsh,JOR,1982,0.48436325788497900
labsh,JOR,1983,0.50193178653717000
labsh,POL,1987,0.62621939182281500
labsh,POL,1988,0.62621939182281500
labsh,POL,1989,0.62621939182281500
labsh,POL,1990,0.62621939182281500
labsh,POL,1991,0.62621939182281500
labsh,POL,1992,0.62621939182281500
labsh,POL,1993,0.62621939182281500
labsh,POL,1994,0.62621939182281500
labsh,POL,1995,0.62621939182281500
labsh,POL,1996,0.64249712228775000
labsh,POL,1997,0.63975733518600500
labsh,POL,1998,0.64853781461715700
labsh,POL,1999,0.64238899946212800
labsh,POL,2000,0.62595158815383900
labsh,POL,2001,0.64759796857833900
labsh,POL,2002,0.62246966361999500
labsh,POL,2003,0.60047000646591200
labsh,POL,2004,0.56314665079116800
labsh,POL,2005,0.56303483247757000
labsh,POL,2006,0.56092864274978600
labsh,POL,2007,0.56403559446334800
labsh,POL,2008,0.58587414026260400
labsh,POL,2009,0.56018984317779500
labsh,POL,2010,0.56349283456802400
labsh,POL,2011,0.55518126487731900
labsh,POL,2012,0.55690586566925000
labsh,POL,2013,0.55650752782821700
labsh,POL,2014,0.55540949106216400
labsh,POL,2015,0.54584920406341600
labsh,POL,2016,0.56488287448883100
labsh,POL,2017,0.56965947151184100
labsh,POL,2018,0.57970792055130000
labsh,POL,2019,0.57970792055130000
labsh,ESP,1960,0.62718194723129300
labsh,ESP,1961,0.62718194723129300
labsh,ESP,1962,0.62718194723129300
labsh,ESP,1963,0.62718194723129300
labsh,ESP,1964,0.62718194723129300
labsh,ESP,1965,0.62718194723129300
labsh,ESP,1966,0.62718194723129300
labsh,ESP,1967,0.62718194723129300
labsh,ESP,1968,0.62718194723129300
labsh,ESP,1969,0.62718194723129300
labsh,ESP,1970,0.62718194723129300
labsh,ESP,1971,0.62718194723129300
labsh,ESP,1972,0.62718194723129300
labsh,ESP,1973,0.62718194723129300
labsh,ESP,1974,0.62718194723129300
labsh,ESP,1975,0.62718194723129300
labsh,ESP,1976,0.62718194723129300
labsh,ESP,1977,0.62718194723129300
labsh,ESP,1978,0.62718194723129300
labsh,ESP,1979,0.62718194723129300
labsh,ESP,1980,0.62718194723129300
labsh,ESP,1981,0.62718194723129300
labsh,ESP,1982,0.62718194723129300
labsh,ESP,1983,0.62718194723129300
labsh,ESP,1984,0.62718194723129300
labsh,ESP,1985,0.62718194723129300
labsh,ESP,1986,0.62718194723129300
labsh,ESP,1987,0.62718194723129300
labsh,ESP,1988,0.62718194723129300
labsh,ESP,1989,0.62718194723129300
labsh,ESP,1990,0.62718194723129300
labsh,ESP,1991,0.62718194723129300
labsh,ESP,1992,0.62718194723129300
labsh,ESP,1993,0.62718194723129300
labsh,ESP,1994,0.62718194723129300
labsh,ESP,1995,0.62718194723129300
labsh,ESP,1996,0.62561523914337200
labsh,ESP,1997,0.63837230205535900
labsh,ESP,1998,0.64331871271133400
labsh,ESP,1999,0.64761072397232100
labsh,ESP,2000,0.64577174186706500
labsh,ESP,2001,0.63794064521789600
labsh,ESP,2002,0.63675624132156400
labsh,ESP,2003,0.63354235887527500
labsh,ESP,2004,0.62982279062271100
labsh,ESP,2005,0.62430113554000900
labsh,ESP,2006,0.62245601415634200
labsh,ESP,2007,0.60876673460006700
labsh,ESP,2008,0.59929156303405800
labsh,ESP,2009,0.59179049730300900
labsh,ESP,2010,0.59425657987594600
labsh,ESP,2011,0.58567929267883300
labsh,ESP,2012,0.56649261713028000
labsh,ESP,2013,0.55826985836029100
labsh,ESP,2014,0.55779033899307300
labsh,ESP,2015,0.55886584520340000
labsh,ESP,2016,0.55414903163909900
labsh,TUR,2014,0.42582911252975500
labsh,TUR,2015,0.42949029803276100
labsh,TUR,2016,0.46627917885780300
labsh,TUR,2017,0.44281488656997700
labsh,TUR,2018,0.43683126568794300
labsh,TUR,2019,0.43683126568794300
labsh,TWN,1960,0.74627417325973500
labsh,TWN,1961,0.74627417325973500
labsh,TWN,1962,0.74627417325973500
labsh,TWN,1963,0.74627417325973500
labsh,TWN,1964,0.74627417325973500
labsh,TWN,1965,0.74627417325973500
labsh,TWN,1966,0.74627417325973500
labsh,TWN,1967,0.74627417325973500
labsh,TWN,1968,0.74627417325973500
labsh,TWN,1969,0.74627417325973500
labsh,TWN,1970,0.74627417325973500
labsh,TWN,1971,0.74627417325973500
labsh,TWN,1972,0.74627417325973500
labsh,TWN,1973,0.74627417325973500
labsh,TWN,1974,0.74627417325973500
labsh,TWN,1975,0.74627417325973500
labsh,TWN,1976,0.74627417325973500
labsh,TWN,1977,0.74627417325973500
labsh,TWN,1978,0.74627417325973500
labsh,TWN,1979,0.74627417325973500
labsh,TWN,1980,0.74627417325973500
labsh,TWN,1981,0.74627417325973500
labsh,TWN,1982,0.74627417325973500
labsh,LAO,1998,0.42068365216255200
labsh,LAO,1999,0.42068365216255200
labsh,LAO,2000,0.42068365216255200
labsh,LAO,2001,0.42068365216255200
labsh,LAO,2002,0.42068365216255200
labsh,LAO,2003,0.41199707984924300
labsh,LAO,2004,0.40760487318038900
labsh,LAO,2005,0.39798420667648300
labsh,LAO,2006,0.39798420667648300
labsh,LAO,2007,0.39798420667648300
labsh,LAO,2008,0.39798420667648300
labsh,LAO,2009,0.39798420667648300
labsh,LAO,2010,0.39798420667648300
labsh,LAO,2011,0.39798420667648300
labsh,LAO,2012,0.39798420667648300
labsh,LAO,2013,0.39798420667648300
labsh,LAO,2014,0.39798420667648300
labsh,LAO,2015,0.39798420667648300
labsh,LAO,2016,0.39798420667648300
labsh,LAO,2017,0.39798420667648300
labsh,LAO,2018,0.39798420667648300
labsh,LAO,2019,0.39798420667648300
labsh,TWN,1983,0.74627417325973500
labsh,TWN,1984,0.74627417325973500
labsh,TWN,1985,0.74627417325973500
labsh,TWN,1986,0.74627417325973500
labsh,TWN,1987,0.74627417325973500
labsh,TWN,1988,0.74627417325973500
labsh,TWN,1989,0.74627417325973500
labsh,TWN,1990,0.74627417325973500
labsh,TWN,1991,0.74627417325973500
labsh,TWN,1992,0.74627417325973500
labsh,TWN,1993,0.74627417325973500
labsh,TWN,1994,0.74627417325973500
labsh,TWN,1995,0.74627417325973500
labsh,TWN,1996,0.74627417325973500
labsh,TWN,1997,0.74627417325973500
labsh,TWN,1998,0.74627417325973500
labsh,TWN,1999,0.74627417325973500
labsh,TWN,2000,0.74627417325973500
labsh,TWN,2001,0.74212771654129000
labsh,TWN,2002,0.74225658178329500
labsh,TWN,2003,0.73330813646316500
labsh,TWN,2004,0.72225975990295400
labsh,TWN,2005,0.71241378784179700
labsh,TWN,2006,0.70635133981704700
labsh,TWN,2007,0.69506067037582400
labsh,TWN,2008,0.69240945577621500
labsh,TWN,2009,0.68411171436309800
labsh,TWN,2010,0.67581391334533700
labsh,TWN,2011,0.66751617193222000
labsh,TWN,2012,0.65921837091445900
labsh,TWN,2013,0.65092062950134300
labsh,TWN,2014,0.65092062950134300
labsh,TWN,2015,0.65092062950134300
labsh,TWN,2016,0.65092062950134300
labsh,TWN,2017,0.65092062950134300
labsh,TWN,2018,0.65092062950134300
labsh,TWN,2019,0.65092062950134300
labsh,DNK,1960,0.64162868261337300
labsh,DNK,1961,0.64162868261337300
labsh,DNK,1962,0.64162868261337300
labsh,DNK,1963,0.64162868261337300
labsh,DNK,1964,0.64162868261337300
labsh,DNK,1965,0.64162868261337300
labsh,DNK,1966,0.64162868261337300
labsh,DNK,1967,0.64162868261337300
labsh,DNK,1968,0.64162868261337300
labsh,DNK,1969,0.64162868261337300
labsh,DNK,1970,0.64162868261337300
labsh,DNK,1971,0.64162868261337300
labsh,DNK,1972,0.64162868261337300
labsh,DNK,1973,0.64162868261337300
labsh,DNK,1974,0.64162868261337300
labsh,DNK,1975,0.64162868261337300
labsh,DNK,1976,0.64162868261337300
labsh,DNK,1977,0.64162868261337300
labsh,DNK,1978,0.64162868261337300
labsh,DNK,1979,0.64162868261337300
labsh,DNK,1980,0.64162868261337300
labsh,DNK,1981,0.64162868261337300
labsh,DNK,1982,0.64162868261337300
labsh,DNK,1983,0.64162868261337300
labsh,DNK,1984,0.64162868261337300
labsh,DNK,1985,0.64162868261337300
labsh,DNK,1986,0.64162868261337300
labsh,DNK,1987,0.64162868261337300
labsh,DNK,1988,0.64162868261337300
labsh,DNK,1989,0.64162868261337300
labsh,DNK,1990,0.64162868261337300
labsh,DNK,1991,0.64162868261337300
labsh,DNK,1992,0.64162868261337300
labsh,DNK,1993,0.64162868261337300
labsh,DNK,1994,0.64162868261337300
labsh,DNK,1995,0.64162868261337300
labsh,DNK,1996,0.64705199003219600
labsh,DNK,1997,0.64190500974655200
labsh,DNK,1998,0.65660530328750600
labsh,AZE,1970,0.56916296482086200
labsh,AZE,1971,0.56916296482086200
labsh,AZE,1972,0.56916296482086200
labsh,AZE,1973,0.56916296482086200
labsh,AZE,1974,0.56916296482086200
labsh,AZE,1975,0.56916296482086200
labsh,AZE,1976,0.56916296482086200
labsh,AZE,1977,0.56916296482086200
labsh,AZE,1978,0.56916296482086200
labsh,AZE,1979,0.56916296482086200
labsh,AZE,1980,0.56916296482086200
labsh,AZE,1981,0.56916296482086200
labsh,AZE,1982,0.56916296482086200
labsh,AZE,1983,0.56916296482086200
labsh,AZE,1984,0.56916296482086200
labsh,AZE,1985,0.56916296482086200
labsh,AZE,1986,0.56916296482086200
labsh,AZE,1987,0.56916296482086200
labsh,AZE,1988,0.56916296482086200
labsh,AZE,1989,0.56916296482086200
labsh,AZE,1990,0.56916296482086200
labsh,AZE,1991,0.56916296482086200
labsh,AZE,1992,0.56916296482086200
labsh,AZE,1993,0.56916296482086200
labsh,AZE,1994,0.56916296482086200
labsh,AZE,1995,0.51396548748016400
labsh,AZE,1996,0.48323071002960200
labsh,AZE,1997,0.42894089221954300
labsh,AZE,1998,0.38942104578018200
labsh,AZE,1999,0.40884459018707300
labsh,AZE,2000,0.40102589130401600
labsh,AZE,2001,0.37794706225395200
labsh,AZE,2002,0.37708979845047000
labsh,AZE,2003,0.37939685583114600
labsh,AZE,2004,0.38560789823532100
labsh,AZE,2005,0.34198948740959200
labsh,AZE,2006,0.25540632009506200
labsh,AZE,2007,0.23188740015029900
labsh,AZE,2008,0.21164625883102400
labsh,AZE,2009,0.25476518273353600
labsh,AZE,2010,0.23142087459564200
labsh,AZE,2011,0.21200734376907300
labsh,AZE,2012,0.22908063232898700
labsh,AZE,2013,0.24270711839199100
labsh,AZE,2014,0.25055253505706800
labsh,AZE,2015,0.28877490758895900
labsh,AZE,2016,0.27213349938392600
labsh,AZE,2017,0.25418707728385900
labsh,AZE,2018,0.25418707728385900
labsh,AZE,2019,0.25418707728385900
labsh,DOM,1964,0.64417362213134800
labsh,DOM,1965,0.64417362213134800
labsh,DOM,1966,0.64417362213134800
labsh,DOM,1967,0.64417362213134800
labsh,DOM,1968,0.64417362213134800
labsh,DOM,1969,0.64417362213134800
labsh,DOM,1970,0.64417362213134800
labsh,DOM,1971,0.64417362213134800
labsh,DOM,1972,0.64417362213134800
labsh,DOM,1973,0.64417362213134800
labsh,DOM,1974,0.64417362213134800
labsh,DOM,1975,0.64417362213134800
labsh,DOM,1976,0.64417362213134800
labsh,DOM,1977,0.64417362213134800
labsh,DOM,1978,0.64417362213134800
labsh,DOM,1979,0.64417362213134800
labsh,DOM,1980,0.64417362213134800
labsh,DOM,1981,0.64417362213134800
labsh,DOM,1982,0.64417362213134800
labsh,DOM,1983,0.64417362213134800
labsh,DOM,1984,0.64417362213134800
labsh,DOM,1985,0.64417362213134800
labsh,DOM,1986,0.64417362213134800
labsh,DOM,1987,0.64417362213134800
labsh,DOM,1988,0.64417362213134800
labsh,DOM,1989,0.64417362213134800
labsh,DOM,1990,0.64417362213134800
labsh,DOM,1991,0.64417362213134800
labsh,DOM,1992,0.62621104717254600
labsh,DOM,1993,0.61902928352356000
labsh,DOM,1994,0.67358195781707800
labsh,DOM,1995,0.65805226564407300
labsh,DOM,1996,0.66179919242858900
labsh,DOM,1997,0.64251834154129000
labsh,DOM,1998,0.62323749065399200
labsh,DOM,1999,0.60395663976669300
labsh,DOM,2000,0.58467578887939500
labsh,DOM,2001,0.56539493799209600
labsh,DOM,2002,0.54611408710479700
labsh,DOM,2003,0.52683323621749900
labsh,DOM,2004,0.50755238533020000
labsh,DOM,2005,0.48827153444290200
labsh,DOM,2006,0.46899068355560300
labsh,DOM,2007,0.44970983266830400
labsh,DOM,2008,0.45939087867736800
labsh,DOM,2009,0.47599998116493200
labsh,DOM,2010,0.47092199325561500
labsh,DOM,2011,0.45841267704963700
labsh,DOM,2012,0.45491799712181100
labsh,DOM,2013,0.45367920398712200
labsh,DOM,2014,0.44294366240501400
labsh,DOM,2015,0.43534481525421100
labsh,DOM,2016,0.42687746882438700
labsh,DOM,2017,0.42687746882438700
labsh,DOM,2018,0.42687746882438700
labsh,DOM,2019,0.42687746882438700
labsh,LBN,2019,0.44480422139167800
labsh,HKG,1960,0.46272388100624100
labsh,HKG,1961,0.46272388100624100
labsh,HKG,1962,0.46272388100624100
labsh,HKG,1963,0.46272388100624100
labsh,HKG,1964,0.46272388100624100
labsh,HKG,1965,0.46272388100624100
labsh,HKG,1966,0.46272388100624100
labsh,HKG,1967,0.46272388100624100
labsh,HKG,1968,0.46272388100624100
labsh,HKG,1969,0.46272388100624100
labsh,HKG,1970,0.46272388100624100
labsh,HKG,1971,0.46272388100624100
labsh,HKG,1972,0.46272388100624100
labsh,HKG,1973,0.46272388100624100
labsh,HKG,1974,0.46272388100624100
labsh,HKG,1975,0.46272388100624100
labsh,HKG,1976,0.46272388100624100
labsh,HKG,1977,0.46272388100624100
labsh,HKG,1978,0.46272388100624100
labsh,HKG,1979,0.46272388100624100
labsh,ESP,2017,0.55275064706802400
labsh,ESP,2018,0.55543214082717900
labsh,ESP,2019,0.55543214082717900
labsh,MNG,1980,0.41274702548980700
labsh,MNG,1981,0.41274702548980700
labsh,MNG,1982,0.41274702548980700
labsh,MNG,1983,0.41274702548980700
labsh,MNG,1984,0.41274702548980700
labsh,MNG,1985,0.41274702548980700
labsh,MNG,1986,0.41274702548980700
labsh,MNG,1987,0.41274702548980700
labsh,MNG,1988,0.41274702548980700
labsh,MNG,1989,0.41274702548980700
labsh,MNG,1990,0.41274702548980700
labsh,MNG,1991,0.41274702548980700
labsh,MNG,1992,0.41274702548980700
labsh,MNG,1993,0.41274702548980700
labsh,MNG,1994,0.41274702548980700
labsh,MNG,1995,0.41274702548980700
labsh,MNG,1996,0.41914319992065400
labsh,MNG,1997,0.35500016808509800
labsh,MNG,1998,0.45971548557281500
labsh,MNG,1999,0.43734133243560800
labsh,MNG,2000,0.44121164083480800
labsh,MNG,2001,0.38678970932960500
labsh,MNG,2002,0.37175905704498300
labsh,MNG,2003,0.37425452470779400
labsh,MNG,2004,0.34419041872024500
labsh,MNG,2005,0.39665484428405800
labsh,MNG,2006,0.32821351289749100
labsh,MNG,2007,0.35328200459480300
labsh,MNG,2008,0.41375607252121000
labsh,MNG,2009,0.43752732872963000
labsh,MNG,2010,0.35415321588516200
labsh,MNG,2011,0.37679421901702900
labsh,MNG,2012,0.39836660027504000
labsh,MNG,2013,0.41604009270668000
labsh,MNG,2014,0.40823444724082900
labsh,MNG,2015,0.42517009377479600
labsh,MNG,2016,0.42940792441368100
labsh,MNG,2017,0.40611353516578700
labsh,MNG,2018,0.40278443694114700
labsh,MNG,2019,0.40278443694114700
labsh,OMN,1970,0.30563807487487800
labsh,OMN,1971,0.30563807487487800
labsh,OMN,1972,0.30563807487487800
labsh,OMN,1973,0.30563807487487800
labsh,OMN,1974,0.30563807487487800
labsh,OMN,1975,0.30563807487487800
labsh,OMN,1976,0.30563807487487800
labsh,OMN,1977,0.30563807487487800
labsh,OMN,1978,0.30563807487487800
labsh,OMN,1979,0.30563807487487800
labsh,OMN,1980,0.30563807487487800
labsh,OMN,1981,0.30563807487487800
labsh,OMN,1982,0.30563807487487800
labsh,OMN,1983,0.30563807487487800
labsh,SVK,1984,0.58249086141586300
labsh,SVK,1985,0.58249086141586300
labsh,SVK,1986,0.58249086141586300
labsh,SVK,1987,0.58249086141586300
labsh,SVK,1988,0.58249086141586300
labsh,SVK,1989,0.58249086141586300
labsh,SVK,1990,0.58249086141586300
labsh,SVK,1991,0.58249086141586300
labsh,SVK,1992,0.58249086141586300
labsh,SVK,1993,0.58249086141586300
labsh,SVK,1994,0.53461968898773200
labsh,SVK,1995,0.53535360097885100
labsh,SVK,1996,0.55311012268066400
labsh,SVK,1997,0.56860941648483300
labsh,SVK,1998,0.56548357009887700
labsh,SVK,1999,0.54769170284271200
labsh,SVK,2000,0.55312418937683100
labsh,SVK,2001,0.54326891899108900
labsh,SVK,2002,0.54489707946777300
labsh,SVK,2003,0.53412181138992300
labsh,SVK,2004,0.50745677947998000
labsh,SVK,2005,0.51665556430816700
labsh,SVK,2006,0.50325495004653900
labsh,SVK,2007,0.49818369746208200
labsh,SVK,2008,0.50380605459213300
labsh,SVK,2009,0.53651738166809100
labsh,SVK,2010,0.51679128408432000
labsh,SVK,2011,0.51770138740539600
labsh,SVK,2012,0.51228630542755100
labsh,SVK,2013,0.51849436759948700
labsh,SVK,2014,0.52675700187683100
labsh,SVK,2015,0.53320866823196400
labsh,SVK,2016,0.54720693826675400
labsh,SVK,2017,0.56306129693985000
labsh,SVK,2018,0.57376509904861500
labsh,SVK,2019,0.57376509904861500
labsh,VEN,1960,0.42262211441993700
labsh,VEN,1961,0.42262211441993700
labsh,VEN,1962,0.42262211441993700
labsh,VEN,1963,0.42262211441993700
labsh,VEN,1964,0.42262211441993700
labsh,VEN,1965,0.42262211441993700
labsh,VEN,1966,0.42262211441993700
labsh,VEN,1967,0.42262211441993700
labsh,VEN,1968,0.42262211441993700
labsh,VEN,1969,0.42262211441993700
labsh,VEN,1970,0.42262211441993700
labsh,VEN,1971,0.42262211441993700
labsh,VEN,1972,0.42262211441993700
labsh,VEN,1973,0.42262211441993700
labsh,VEN,1974,0.42262211441993700
labsh,VEN,1975,0.42262211441993700
labsh,VEN,1976,0.42262211441993700
labsh,VEN,1977,0.42262211441993700
labsh,VEN,1978,0.42262211441993700
labsh,VEN,1979,0.42262211441993700
labsh,VEN,1980,0.42262211441993700
labsh,VEN,1981,0.42262211441993700
labsh,VEN,1982,0.42262211441993700
labsh,GEO,2002,0.32950294017791700
labsh,GEO,2003,0.25615864992141700
labsh,GEO,2004,0.23696491122245800
labsh,GEO,2005,0.24138669669628100
labsh,GEO,2006,0.22512012720108000
labsh,GEO,2007,0.25200253725051900
labsh,GEO,2008,0.29776483774185200
labsh,GEO,2009,0.36754414439201400
labsh,GEO,2010,0.32955670356750500
labsh,GEO,2011,0.35269469022750900
labsh,GEO,2012,0.37751790881156900
labsh,DNK,1999,0.64866232872009300
labsh,DNK,2000,0.62219971418380700
labsh,DNK,2001,0.63645589351654100
labsh,DNK,2002,0.64094573259353600
labsh,DNK,2003,0.64233356714248700
labsh,DNK,2004,0.63236320018768300
labsh,DNK,2005,0.63459825515747100
labsh,DNK,2006,0.63262909650802600
labsh,DNK,2007,0.64929646253585800
labsh,DNK,2008,0.64935070276260400
labsh,DNK,2009,0.67179423570632900
labsh,DNK,2010,0.64131867885589600
labsh,DNK,2011,0.63718354701995900
labsh,DNK,2012,0.62985938787460300
labsh,DNK,2013,0.62832105159759500
labsh,DNK,2014,0.62064749002456700
labsh,DNK,2015,0.61910545825958300
labsh,DNK,2016,0.61847925186157200
labsh,DNK,2017,0.61556059122085600
labsh,DNK,2018,0.62039208412170400
labsh,DNK,2019,0.62039208412170400
labsh,BEL,1960,0.64463472366333000
labsh,BEL,1961,0.64463472366333000
labsh,BEL,1962,0.64463472366333000
labsh,BEL,1963,0.64463472366333000
labsh,BEL,1964,0.64463472366333000
labsh,BEL,1965,0.64463472366333000
labsh,BEL,1966,0.64463472366333000
labsh,BEL,1967,0.64463472366333000
labsh,BEL,1968,0.64463472366333000
labsh,BEL,1969,0.64463472366333000
labsh,BEL,1970,0.64463472366333000
labsh,BEL,1971,0.64463472366333000
labsh,BEL,1972,0.64463472366333000
labsh,BEL,1973,0.64463472366333000
labsh,BEL,1974,0.64463472366333000
labsh,BEL,1975,0.64463472366333000
labsh,BEL,1976,0.64463472366333000
labsh,BEL,1977,0.64463472366333000
labsh,BEL,1978,0.64463472366333000
labsh,BEL,1979,0.64463472366333000
labsh,BEL,1980,0.64463472366333000
labsh,BEL,1981,0.64463472366333000
labsh,BEL,1982,0.64463472366333000
labsh,BEL,1983,0.64463472366333000
labsh,BEL,1984,0.64463472366333000
labsh,BEL,1985,0.64463472366333000
labsh,BEL,1986,0.63675206899642900
labsh,BEL,1987,0.63119018077850300
labsh,BEL,1988,0.61617451906204200
labsh,BEL,1989,0.61199527978897100
labsh,BEL,1990,0.61892038583755500
labsh,BEL,1991,0.63227075338363600
labsh,BEL,1992,0.62950432300567600
labsh,BEL,1993,0.63459676504135100
labsh,BEL,1994,0.62539678812027000
labsh,BEL,1995,0.61720252037048300
