iso3;iso2;imfn;country;region;income;year;ai01;ai02;ai30;ai31;di01;di12;di14;dm01;dm02;dm03;dm05;dm12;ei01;si02;si04;sm01;oi02;oi08;oi09;oi19;om01;om02;;;;;;;;;
CZE;CZ;935;Czech Republic;Europe & Central Asia;High income;1977;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
CZE;CZ;935;Czech Republic;Europe & Central Asia;High income;1978;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
CZE;CZ;935;Czech Republic;Europe & Central Asia;High income;1979;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
CZE;CZ;935;Czech Republic;Europe & Central Asia;High income;1980;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
CZE;CZ;935;Czech Republic;Europe & Central Asia;High income;1981;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
CZE;CZ;935;Czech Republic;Europe & Central Asia;High income;1982;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
CZE;CZ;935;Czech Republic;Europe & Central Asia;High income;1983;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
CZE;CZ;935;Czech Republic;Europe & Central Asia;High income;1984;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
CZE;CZ;935;Czech Republic;Europe & Central Asia;High income;1985;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
CZE;CZ;935;Czech Republic;Europe & Central Asia;High income;1986;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
CZE;CZ;935;Czech Republic;Europe & Central Asia;High income;1987;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
CZE;CZ;935;Czech Republic;Europe & Central Asia;High income;1988;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
CZE;CZ;935;Czech Republic;Europe & Central Asia;High income;1989;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
CZE;CZ;935;Czech Republic;Europe & Central Asia;High income;1990;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
CZE;CZ;935;Czech Republic;Europe & Central Asia;High income;1991;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
CZE;CZ;935;Czech Republic;Europe & Central Asia;High income;1992;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
CZE;CZ;935;Czech Republic;Europe & Central Asia;High income;1993;;;;;61.41;61.41;61.59;4.26;0.58;;;;;;111.55;;52.89;;1.53;0;0.29;;;;;;;;;;
CZE;CZ;935;Czech Republic;Europe & Central Asia;High income;1994;;;;;65.65;65.65;65.75;12.71;3.19;;1.72;;;;111.75;;53.30;0.31;2.23;0;2.71;;;;;;;;;;
CZE;CZ;935;Czech Republic;Europe & Central Asia;High income;1995;;;;;64.94;64.94;65.03;15.27;4.56;;1.32;;;;106.90;20.21;57.18;;1.73;0;5.23;-36.63;;;;;;;;;
CZE;CZ;935;Czech Republic;Europe & Central Asia;High income;1996;;;;;63.08;63.08;63.36;21.14;9.39;;0.74;;;;112.87;12.14;53.64;0.07;1.18;1;7.95;8.51;;;;;;;;;
CZE;CZ;935;Czech Republic;Europe & Central Asia;High income;1997;;;;;63.44;63.44;64.56;17.40;9.19;;1.47;;;;114.66;12.75;53.42;;1.93;1;8.83;7.46;;;;;;;;;
CZE;CZ;935;Czech Republic;Europe & Central Asia;High income;1998;;;;;54.54;54.54;56.79;15.61;7.07;;1.43;;;20.30;114.89;17.80;50.32;;1.86;1;8.94;-12.90;;;;;;;;;
CZE;CZ;935;Czech Republic;Europe & Central Asia;High income;1999;;;;;48.76;48.76;51.47;16.24;6.04;;1.59;;;22.00;104.97;25.01;48.22;0.10;1.95;1;7.20;-6.81;;;;;;;;;
CZE;CZ;935;Czech Republic;Europe & Central Asia;High income;2000;;;;;43.16;43.16;44.94;15.76;10.76;;1.09;1.73;2.68;29.30;84.40;22.83;53.32;;1.44;1;5.56;27.40;;;;;;;;;
CZE;CZ;935;Czech Republic;Europe & Central Asia;High income;2001;;;;;35.53;35.53;37.11;12.02;5.09;;0.93;0.83;2.83;13.70;69.34;24.06;55.27;-0.05;1.26;0;4.60;-23.71;;;;;;;;;
CZE;CZ;935;Czech Republic;Europe & Central Asia;High income;2002;;;;;26.78;26.78;23.66;12.48;7.21;;0.93;0.24;2.85;8.10;54.51;23.08;56.36;;1.37;0;4.32;1.52;;;;;;;;;
CZE;CZ;935;Czech Republic;Europe & Central Asia;High income;2003;;;;;27.71;27.71;24.33;15.49;8.76;;0.96;1.89;2.74;4.90;46.44;20.28;57.45;0.15;1.60;0;3.63;24.43;;;;;;;;;
CZE;CZ;935;Czech Republic;Europe & Central Asia;High income;2004;;21.00;;;28.80;28.80;25.68;22.44;15.03;;1.47;1.13;3.87;4.00;49.99;16.07;54.79;;3.87;0;3.24;46.06;;;;;;;;;
CZE;CZ;935;Czech Republic;Europe & Central Asia;High income;2005;;21.37;;;32.78;32.78;29.22;25.44;25.04;;1.29;0.66;3.04;3.90;54.10;16.87;55.46;;3.97;0;2.25;54.27;;;;;;;;;
CZE;CZ;935;Czech Republic;Europe & Central Asia;High income;2006;;21.89;;;37.18;37.18;33.84;28.40;18.42;;1.64;1.68;2.99;3.60;60.41;18.35;56.56;0.24;4.26;0;1.47;21.38;;;;;;;;;
CZE;CZ;935;Czech Republic;Europe & Central Asia;High income;2007;;21.59;;;43.69;43.69;38.68;36.24;19.87;;2.49;1.87;3.30;2.40;66.33;19.17;58.61;0.46;4.89;0;1.26;19.96;;;;;;;;;
CZE;CZ;935;Czech Republic;Europe & Central Asia;High income;2008;;22.81;;;47.93;47.93;43.23;17.28;13.63;;2.85;0.69;2.84;2.80;75.68;23.64;60.40;-0.07;5.85;0;1.83;-16.14;;;;;;;;;
CZE;CZ;935;Czech Republic;Europe & Central Asia;High income;2009;;22.74;73.20;106.90;44.96;44.96;44.98;;12.84;;5.03;1.29;3.32;4.60;79.71;45.01;59.43;1.58;9.84;0;1.53;-36.39;;;;;;;;;
CZE;CZ;935;Czech Republic;Europe & Central Asia;High income;2010;;22.61;;;46.32;46.32;46.33;;10.56;;6.22;0.83;2.98;5.39;76.11;32.82;60.04;0.22;11.94;0;1.53;24.82;;;;;;;;;
CZE;CZ;935;Czech Republic;Europe & Central Asia;High income;2011;;23.29;;;48.31;48.31;48.32;;8.98;;5.47;1.12;2.97;5.22;77.90;20.62;60.35;0.02;10.49;0;1.43;-2.13;;;;;;;;;
CZE;CZ;935;Czech Republic;Europe & Central Asia;High income;2012;;23.83;;;49.40;49.40;49.41;;8.40;;7.54;1.38;2.93;5.24;78.11;21.60;63.03;1.31;15.38;0;1.62;-17.89;;;;;;;;;
CZE;CZ;935;Czech Republic;Europe & Central Asia;High income;2013;;24.29;75.40;157.90;50.60;50.60;50.61;;5.80;;8.73;2.99;2.63;5.20;75.71;16.98;66.03;-0.28;16.29;0;1.43;4.16;;;;;;;;;
CZE;CZ;935;Czech Republic;Europe & Central Asia;High income;2014;;24.21;;;49.45;49.45;49.46;;5.15;;7.95;0.61;2.41;5.61;73.42;14.47;66.67;-0.87;12.92;0;1.24;1.55;;;;;;;;;
CZE;CZ;935;Czech Republic;Europe & Central Asia;High income;2015;;23.68;;;49.54;49.54;49.54;;;;7.53;2.11;1.41;5.48;71.33;14.45;67.61;-0.45;12.36;0;1.42;0.90;;;;;;;;;
CZE;CZ;935;Czech Republic;Europe & Central Asia;High income;2016;;22.36;;;51.06;51.06;51.06;;;;6.97;3.59;1.53;4.59;71.64;16.88;69.07;0.21;11.19;0;;-11.57;;;;;;;;;
CZE;CZ;935;Czech Republic;Europe & Central Asia;High income;2017;;21.28;;;50.90;50.90;50.91;;;;7.39;3.02;1.50;3.74;68.94;14.01;71.95;0.49;11.66;0;;13.30;;;;;;;;;
CZE;CZ;935;Czech Republic;Europe & Central Asia;High income;2018;;21.26;;;51.33;51.33;51.34;;;;6.67;4.50;1.30;3.14;68.93;8.85;72.37;0.55;9.30;;;9.03;;;;;;;;;
CZE;CZ;935;Czech Republic;Europe & Central Asia;High income;2019;;20.57;61.40;157.40;50.64;50.64;50.64;10.50;;;8.45;5.23;1.51;2.70;68.48;9.98;72.67;1.07;10.97;;1.59;-3.54;;;;;;;;;
CZE;CZ;935;Czech Republic;Europe & Central Asia;High income;2020;;;;;53.60;53.60;53.60;10.93;1.74;;;2.20;1.22;;65.45;18.77;81.09;0.00;11.86;;1.87;-11.17;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;1960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;1961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;1962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;1963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;1964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;1965;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;1966;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;1967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;1968;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;1969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;1970;;;;;59.37;59.37;;;;;;;;;132.53;;42.50;;0.11;0;;;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;1971;;;;;61.12;61.12;;;;;;;;;132.33;;43.63;;0.09;0;;;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;1972;;;;;65.03;65.03;;;;;;;;;132.86;;45.72;0.02;0.20;0;;;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;1973;;;;;65.26;65.26;;;;;;;;;137.08;;45.22;0.05;0.22;0;;;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;1974;;;;;64.40;64.40;;;;;;;;;139.70;;44.86;0.01;0.27;0;;;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;1975;;;;;64.62;64.62;;10.48;2.14;;;;;;133.05;;47.80;0.01;0.35;0;5.99;;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;1976;;;;;65.27;65.27;;10.27;2.03;;;;;;132.00;;47.56;0.04;0.46;0;5.99;;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;1977;;;;;66.99;66.99;;10.84;2.19;;;;;;131.64;;49.07;0.00;0.60;0;5.95;;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;1978;;;;;69.33;69.33;;11.30;2.54;;;;;;131.55;;50.46;0.02;0.71;0;5.88;;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;1979;;;;;71.65;71.65;;9.01;1.68;;;;;;138.77;;49.06;-0.01;0.64;0;5.86;;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;1980;;;;;73.58;73.58;;7.55;1.49;;0.29;;;;147.04;;48.04;0.01;0.58;0;5.86;;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;1981;;;;;75.49;75.49;;7.82;1.71;;0.36;;;;153.51;;47.82;0.00;0.71;0;5.82;;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;1982;;;;;76.39;76.39;;8.88;1.91;;0.48;;;;152.57;;48.98;0.10;0.94;0;5.74;;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;1983;;;;;78.19;78.19;;10.75;4.01;;0.78;;;;153.54;;49.33;0.20;1.54;0;5.66;;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;1984;;;;;79.18;79.18;;10.81;3.71;;1.08;;;;155.76;;49.44;0.15;2.11;0;5.77;;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;1985;;;;;80.71;80.71;;24.34;11.69;;1.58;;;;154.84;;50.77;0.23;3.09;0;6.08;;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;1986;;;;;79.61;79.61;;24.63;14.51;;2.22;;;;153.82;;50.83;0.39;4.34;0;6.33;;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;1987;;;;;79.95;79.95;;16.83;32.69;;;;;;152.57;;51.78;0.12;5.36;0;7.37;;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;1988;;;;;79.25;79.25;;17.90;24.64;;;;;;151.52;19.11;51.25;0.33;6.00;0;7.79;;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;1989;;;;;79.22;79.22;;26.10;24.88;;;;;;153.05;16.26;50.33;0.17;7.11;0;5.18;31.02;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;1990;;;;;85.45;85.45;;20.06;30.62;;;;;;144.69;22.19;54.79;0.03;6.73;0;5.20;23.41;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;1991;;;;;87.04;87.04;;19.83;23.41;;;;;;189.72;23.96;53.66;0.44;7.45;0;8.31;-8.65;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;1992;;;;;88.29;88.29;;15.42;20.18;;;;;;159.52;16.97;53.40;0.34;7.56;0;8.25;0.94;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;1993;;;;;93.63;93.63;;21.32;25.57;;;;;;156.61;13.20;57.98;0.84;9.86;0;8.18;9.62;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;1994;;;;;96.45;96.45;;22.64;27.38;;6.82;;;;165.01;13.97;56.70;1.01;13.35;0;8.18;18.17;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;1995;;;;;97.98;97.98;;22.33;22.44;;8.15;;;;167.77;13.56;57.15;1.20;15.95;0;8.30;1.50;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;1996;;;;;103.78;103.78;;26.62;6.00;;10.90;;;;165.50;11.73;60.71;1.74;21.34;0;8.31;18.86;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;1997;;;;;107.87;107.87;;37.31;44.68;;14.45;;;;172.31;15.58;61.07;0.76;28.27;0;8.53;44.69;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;1998;;;;;113.50;113.50;;48.87;65.60;;18.02;;;4.50;172.45;24.03;63.46;0.15;35.27;0;9.03;29.19;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;1999;;;;;;;;65.27;59.63;;23.55;;;4.60;;26.50;;1.25;23.61;0;7.52;6.58;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;2000;;;;;;;;65.37;94.04;;34.56;2.67;1.17;4.70;;22.21;;2.16;34.69;0;9.05;26.65;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;2001;;;;;112.42;112.42;112.42;55.13;66.92;;38.58;2.58;1.09;4.60;185.51;23.26;60.11;1.25;39.10;0;9.10;-20.50;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;2002;;;;;111.43;111.43;111.43;33.16;42.14;;46.94;4.05;1.20;5.00;179.79;29.89;61.91;0.87;47.91;0;8.67;-26.20;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;2003;;;;;109.94;109.94;109.94;43.23;40.75;;50.21;3.74;0.99;5.20;173.39;37.87;63.61;1.81;51.94;0;8.29;-15.66;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;2004;;21.30;;;106.44;106.44;106.44;42.52;42.05;;54.17;4.78;1.04;4.90;169.19;23.85;63.19;1.25;56.33;0;8.00;22.56;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;2005;;20.21;;;105.45;105.45;105.45;42.24;45.26;;52.03;5.98;0.93;4.10;160.50;13.81;65.43;1.62;54.81;0;7.86;19.63;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;2006;;16.70;;;102.07;102.07;102.07;54.73;65.20;;60.94;10.32;1.05;3.40;154.00;13.79;65.89;1.57;64.70;0;7.96;25.39;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;2007;;16.32;;;97.13;97.13;97.13;61.53;95.14;;62.02;8.98;1.00;2.70;141.26;15.47;68.78;0.64;66.08;0;9.25;26.01;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;2008;;16.33;;;97.00;97.00;97.00;29.77;112.32;;54.21;2.07;0.94;2.90;133.02;22.75;72.55;0.06;57.61;1;9.04;-19.84;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;2009;;15.87;;;98.77;98.77;98.77;38.04;52.62;;59.69;3.55;1.12;3.30;132.38;36.26;75.23;-0.86;63.56;1;8.60;-17.93;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;2010;;15.71;;;88.49;88.49;88.49;42.10;44.01;;55.77;3.09;0.95;3.20;122.08;26.14;74.65;-1.14;59.43;0;8.44;23.87;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;2011;;15.86;;;84.90;84.90;84.90;31.63;42.03;;51.17;3.38;0.80;3.03;112.67;20.49;75.19;0.51;54.21;0;8.35;6.51;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;2012;;14.19;;;83.81;83.81;83.81;42.14;35.44;;55.77;3.08;0.80;2.86;106.95;26.60;78.25;0.56;58.74;0;8.27;4.39;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;2013;;14.91;;;82.09;82.09;82.10;51.87;35.16;;52.24;4.19;0.87;2.70;102.99;18.60;79.54;-0.52;54.82;0;7.92;22.81;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;2014;;14.57;;;79.30;79.30;79.31;44.76;32.67;;46.63;4.66;0.95;2.34;98.66;14.44;80.17;0.27;48.67;0;7.35;15.28;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;2015;;14.06;;;78.11;78.11;78.12;51.12;43.04;;48.61;4.48;1.02;1.97;94.09;18.34;82.58;-1.49;50.73;0;6.79;16.76;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;2016;;13.55;;;77.30;77.30;77.45;49.49;32.42;;47.28;4.45;1.25;1.71;91.19;23.44;83.75;-0.32;48.80;0;6.45;-5.68;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;2017;;12.95;;;77.32;77.32;77.77;61.58;42.43;;49.44;4.12;1.35;1.50;89.80;16.91;84.50;0.03;50.93;0;5.44;22.38;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;2018;;11.17;;;77.92;77.92;78.39;44.30;40.79;;44.58;4.93;1.32;1.24;89.28;12.47;85.98;0.05;46.05;;5.61;1.43;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;2019;;10.97;;;79.72;79.72;80.18;54.34;34.97;;46.69;7.12;1.33;1.05;88.60;14.94;87.98;-0.64;48.10;;5.66;-0.28;;;;;;;;;
DEU;DE;134;Germany;Europe & Central Asia;High income;2020;;;;;86.05;86.05;86.62;60.01;47.66;;;4.93;1.31;;86.04;24.51;98.03;-1.51;51.39;;5.26;1.18;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;1960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;1961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;1962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;1963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;1964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;1965;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;1966;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;1967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;1968;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;1969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;1970;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;1971;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;1972;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;1973;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;1974;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;1975;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;1976;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;1977;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;1978;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;1979;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;1980;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;1981;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;1982;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;1983;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;1984;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;1985;;;;;54.40;55.17;55.94;;;;;;;;78.93;;62.89;;;0;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;1986;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;1987;;;;;53.78;54.97;54.85;;;;;;;;81.93;;65.18;;;0;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;1988;;;;;;;52.71;;;;;;;;;;;;;0;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;1989;;;;;52.34;53.77;52.94;;;;;;;;77.60;;66.09;;;0;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;1990;;;;;32.05;33.64;45.44;;;;;;;;75.12;;43.79;;;0;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;1991;;;;;30.43;32.91;43.14;;;;;;;;70.82;;43.62;;;1;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;1992;;;;;29.11;32.63;41.18;;;;;;;;78.30;;37.38;;;1;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;1993;;;;;27.57;31.42;39.61;;;;;;;;75.35;;38.11;;;1;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;1994;;;;;27.22;30.70;38.31;;;;;;;;72.96;;36.56;;;1;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;1995;;;;;30.43;33.76;42.85;;;;;;;;74.13;;38.66;;;1;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;1996;;;;;31.51;34.38;44.35;;;;;;;;91.37;;34.02;;;0;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;1997;;;;;30.68;30.68;43.18;;;;;;;;93.24;;33.06;;;0;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;1998;;;;;32.82;32.82;46.06;;;;;;;;89.54;;35.07;;;0;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;1999;;;;;;;28.86;;;;;;;;;;;;;0;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;2000;;;;;22.65;22.65;32.07;;;;;;;;67.98;;31.30;;;0;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;2001;;;;;18.67;18.67;26.44;;;;;;;;61.92;;32.76;;;0;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;2002;;;;;17.23;17.23;24.40;;;;;;;;47.29;;37.15;;;0;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;2003;;;;;15.95;15.95;22.58;;;;;;;;38.29;;42.13;;;0;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;2004;;2.11;;;15.04;15.04;21.11;;;;;;;;33.27;;45.37;;;0;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;2005;;2.06;;;14.30;14.30;20.08;;;;;;;;29.84;;47.76;;;0;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;2006;;2.39;;;14.38;14.38;20.18;;;;;;;;28.33;;48.72;;;0;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;2007;;2.31;;;16.05;16.05;22.52;;;;;31.02;;;29.75;;48.49;;;0;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;2008;41.27;2.99;;;17.61;17.61;24.34;;;;;;;;31.56;;50.82;;;0;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;2009;57.05;3.45;;;21.61;21.61;29.35;;;;;;;9.30;32.68;;58.28;;;0;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;2010;67.78;4.24;;;24.23;24.23;33.11;;;;;;3.71;;36.12;;61.11;;;0;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;2011;78.87;4.83;;;22.03;22.03;30.91;;;;;;2.14;;42.31;;51.41;;;0;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;2012;90.06;5.06;;;20.61;20.61;28.93;;;;;;4.75;11.53;37.16;;54.53;;;0;;;;;;;;;;;
DJI;DJ;611;Djibouti;Middle East & North Africa;Lower middle income;2013;112.78;4.78;84.10;227.90;22.16;22.16;22.16;;;;;;4.33;15.34;38.66;;53.89;;;0;;;;;;;;;;;
