Country;Variable;Percentile;Year;Value
Chile;"sptinc_p99p100_z_CL
Pre-tax national income 
Top 1% | share
";p99p100;1983;0.2509
Chile;"sptinc_p99p100_z_CL
Pre-tax national income 
Top 1% | share
";p99p100;1984;0.2509
Chile;"sptinc_p99p100_z_CL
Pre-tax national income 
Top 1% | share
";p99p100;1985;0.2509
Chile;"sptinc_p99p100_z_CL
Pre-tax national income 
Top 1% | share
";p99p100;1986;0.2509
Chile;"sptinc_p99p100_z_CL
Pre-tax national income 
Top 1% | share
";p99p100;1987;0.2509
Chile;"sptinc_p99p100_z_CL
Pre-tax national income 
Top 1% | share
";p99p100;1988;0.2509
Chile;"sptinc_p99p100_z_CL
Pre-tax national income 
Top 1% | share
";p99p100;1989;0.2509
Chile;"sptinc_p99p100_z_CL
Pre-tax national income 
Top 1% | share
";p99p100;1990;0.2509
Chile;"sptinc_p99p100_z_CL
Pre-tax national income 
Top 1% | share
";p99p100;1991;0.2509
Chile;"sptinc_p99p100_z_CL
Pre-tax national income 
Top 1% | share
";p99p100;1992;0.2509
Chile;"sptinc_p99p100_z_CL
Pre-tax national income 
Top 1% | share
";p99p100;1993;0.2509
Chile;"sptinc_p99p100_z_CL
Pre-tax national income 
Top 1% | share
";p99p100;1994;0.2509
Chile;"sptinc_p99p100_z_CL
Pre-tax national income 
Top 1% | share
";p99p100;1995;0.2509
Chile;"sptinc_p99p100_z_CL
Pre-tax national income 
Top 1% | share
";p99p100;1996;0.2509
Chile;"sptinc_p99p100_z_CL
Pre-tax national income 
Top 1% | share
";p99p100;1997;0.2509
Chile;"sptinc_p99p100_z_CL
Pre-tax national income 
Top 1% | share
";p99p100;1998;0.2509
Chile;"sptinc_p99p100_z_CL
Pre-tax national income 
Top 1% | share
";p99p100;1999;0.2509
Chile;"sptinc_p99p100_z_CL
Pre-tax national income 
Top 1% | share
";p99p100;2000;0.2508
Chile;"sptinc_p99p100_z_CL
Pre-tax national income 
Top 1% | share
";p99p100;2001;0.2502
Chile;"sptinc_p99p100_z_CL
Pre-tax national income 
Top 1% | share
";p99p100;2002;0.2495
Chile;"sptinc_p99p100_z_CL
Pre-tax national income 
Top 1% | share
";p99p100;2003;0.2488
Chile;"sptinc_p99p100_z_CL
Pre-tax national income 
Top 1% | share
";p99p100;2004;0.2624
Chile;"sptinc_p99p100_z_CL
Pre-tax national income 
Top 1% | share
";p99p100;2005;0.276
Chile;"sptinc_p99p100_z_CL
Pre-tax national income 
Top 1% | share
";p99p100;2006;0.2896
Chile;"sptinc_p99p100_z_CL
Pre-tax national income 
Top 1% | share
";p99p100;2007;0.2794
Chile;"sptinc_p99p100_z_CL
Pre-tax national income 
Top 1% | share
";p99p100;2008;0.2693
Chile;"sptinc_p99p100_z_CL
Pre-tax national income 
Top 1% | share
";p99p100;2009;0.2592
Chile;"sptinc_p99p100_z_CL
Pre-tax national income 
Top 1% | share
";p99p100;2010;0.2597
Chile;"sptinc_p99p100_z_CL
Pre-tax national income 
Top 1% | share
";p99p100;2011;0.2602
Chile;"sptinc_p99p100_z_CL
Pre-tax national income 
Top 1% | share
";p99p100;2012;0.2585
Chile;"sptinc_p99p100_z_CL
Pre-tax national income 
Top 1% | share
";p99p100;2013;0.2569
Chile;"sptinc_p99p100_z_CL
Pre-tax national income 
Top 1% | share
";p99p100;2014;0.264
Chile;"sptinc_p99p100_z_CL
Pre-tax national income 
Top 1% | share
";p99p100;2015;0.271
Chile;"sptinc_p99p100_z_CL
Pre-tax national income 
Top 1% | share
";p99p100;2016;0.2709
Chile;"sptinc_p99p100_z_CL
Pre-tax national income 
Top 1% | share
";p99p100;2017;0.2707
Chile;"sptinc_p99p100_z_CL
Pre-tax national income 
Top 1% | share
";p99p100;2018;0.2707
Chile;"sptinc_p99p100_z_CL
Pre-tax national income 
Top 1% | share
";p99p100;2019;0.2707
Chile;"sptinc_p99p100_z_CL
Pre-tax national income 
Top 1% | share
";p99p100;2020;0.2707
Chile;"sptinc_p99p100_z_CL
Pre-tax national income 
Top 1% | share
";p99p100;2021;0.2707
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;1960;
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;1961;
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;1962;
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;1963;
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;1964;
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;1965;
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;1966;
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;1967;
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;1968;
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;1969;
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;1970;
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;1971;
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;1972;
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;1973;
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;1974;
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;1975;
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;1976;
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;1977;
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;1978;
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;1979;
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;1980;0.6036
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;1981;0.6036
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;1982;0.6036
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;1983;0.6036
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;1984;0.6036
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;1985;0.6036
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;1986;0.6036
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;1987;0.6036
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;1988;0.6036
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;1989;0.6036
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;1990;0.6036
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;1991;0.6036
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;1992;0.6036
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;1993;0.6036
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;1994;0.6036
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;1995;0.6036
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;1996;0.6036
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;1997;0.6036
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;1998;0.6036
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;1999;0.6036
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;2000;0.6036
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;2001;0.6074
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;2002;0.6112
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;2003;0.6149
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;2004;0.6215
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;2005;0.6281
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;2006;0.6346
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;2007;0.6318
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;2008;0.6289
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;2009;0.6261
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;2010;0.6447
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;2011;0.6634
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;2012;0.6519
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;2013;0.6405
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;2014;0.6397
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;2015;0.639
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;2016;0.6331
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.6273
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;2018;0.6273
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;2019;0.6273
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;2020;0.6273
Chile;"sptinc_p90p100_z_CL
Pre-tax national income 
Top 10% | share
";p90p100;2021;0.6273
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1960;
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1961;
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1962;
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1963;
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1964;
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1965;
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1966;
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1967;
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1968;
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1969;
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1970;
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1971;
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1972;
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1973;
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1974;
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1975;
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1976;
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1977;
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1978;
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1979;
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1980;
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1981;
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1982;
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1983;
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1984;
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1985;
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1986;
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1987;
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1988;
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1989;
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1990;
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1991;
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1992;
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1993;
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1994;
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1995;0.2198
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1996;0.2192
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1997;0.219
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1998;0.2194
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1999;0.2202
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2000;0.2183
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2001;0.2205
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2002;0.2208
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2003;0.2205
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2004;0.2195
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2005;0.2201
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2006;0.2235
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2007;0.2297
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2008;0.2372
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2009;0.2277
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2010;0.2351
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2011;0.2383
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2012;0.2375
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2013;0.2425
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2014;0.2489
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2015;0.2428
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2016;0.2444
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2017;0.252
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2018;0.2604
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2019;0.2622
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2020;0.2613
Czech Republic;"shweal_p99p100_z_CZ
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2021;0.2716
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1960;
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1961;
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1962;
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1963;
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1964;
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1965;
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1966;
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1967;
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1968;
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1969;
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1970;
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1971;
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1972;
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1973;
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1974;
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1975;
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1976;
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1977;
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1978;
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1979;
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1980;
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1981;
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1982;
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1983;
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1984;
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1985;
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1986;
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1987;
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1988;
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1989;
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1990;
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1991;
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1992;
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1993;
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1994;
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1995;0.556
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1996;0.5557
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1997;0.5556
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1998;0.5558
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1999;0.5563
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2000;0.5552
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2001;0.5564
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2002;0.5566
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2003;0.5565
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2004;0.556
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2005;0.5565
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2006;0.5587
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2007;0.5624
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2008;0.5677
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2009;0.5609
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2010;0.5653
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2011;0.5668
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2012;0.567
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2013;0.5695
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2014;0.5735
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2015;0.5702
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2016;0.5706
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2017;0.5749
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2018;0.5794
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2019;0.5804
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2020;0.5799
Czech Republic;"shweal_p90p100_z_CZ
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2021;0.5858
Czech Republic;"sptinc_p99p100_z_CZ
Pre-tax national income 
Top 1% | share
";p99p100;1960;
Czech Republic;"sptinc_p99p100_z_CZ
Pre-tax national income 
Top 1% | share
";p99p100;1961;
Czech Republic;"sptinc_p99p100_z_CZ
Pre-tax national income 
Top 1% | share
";p99p100;1962;
Czech Republic;"sptinc_p99p100_z_CZ
Pre-tax national income 
Top 1% | share
";p99p100;1963;
Czech Republic;"sptinc_p99p100_z_CZ
Pre-tax national income 
Top 1% | share
";p99p100;1964;
Czech Republic;"sptinc_p99p100_z_CZ
Pre-tax national income 
Top 1% | share
";p99p100;1965;
Czech Republic;"sptinc_p99p100_z_CZ
Pre-tax national income 
Top 1% | share
";p99p100;1966;
Czech Republic;"sptinc_p99p100_z_CZ
Pre-tax national income 
Top 1% | share
";p99p100;1967;
Czech Republic;"sptinc_p99p100_z_CZ
Pre-tax national income 
Top 1% | share
";p99p100;1968;
Czech Republic;"sptinc_p99p100_z_CZ
Pre-tax national income 
Top 1% | share
";p99p100;1969;
Czech Republic;"sptinc_p99p100_z_CZ
Pre-tax national income 
Top 1% | share
";p99p100;1970;
Czech Republic;"sptinc_p99p100_z_CZ
Pre-tax national income 
Top 1% | share
";p99p100;1971;
Czech Republic;"sptinc_p99p100_z_CZ
Pre-tax national income 
Top 1% | share
";p99p100;1972;
Czech Republic;"sptinc_p99p100_z_CZ
Pre-tax national income 
Top 1% | share
";p99p100;1973;
Czech Republic;"sptinc_p99p100_z_CZ
Pre-tax national income 
Top 1% | share
";p99p100;1974;
Czech Republic;"sptinc_p99p100_z_CZ
Pre-tax national income 
Top 1% | share
";p99p100;1975;
Czech Republic;"sptinc_p99p100_z_CZ
Pre-tax national income 
Top 1% | share
";p99p100;1976;
Czech Republic;"sptinc_p99p100_z_CZ
Pre-tax national income 
Top 1% | share
";p99p100;1977;
Czech Republic;"sptinc_p99p100_z_CZ
Pre-tax national income 
Top 1% | share
";p99p100;1978;
Czech Republic;"sptinc_p99p100_z_CZ
Pre-tax national income 
Top 1% | share
";p99p100;1979;
Czech Republic;"sptinc_p99p100_z_CZ
Pre-tax national income 
Top 1% | share
";p99p100;1980;0.0257
Czech Republic;"sptinc_p99p100_z_CZ
Pre-tax national income 
Top 1% | share
";p99p100;1981;0.0255
Czech Republic;"sptinc_p99p100_z_CZ
Pre-tax national income 
Top 1% | share
";p99p100;1982;0.0254
Czech Republic;"sptinc_p99p100_z_CZ
Pre-tax national income 
Top 1% | share
";p99p100;1983;0.0254
Czech Republic;"sptinc_p99p100_z_CZ
Pre-tax national income 
Top 1% | share
";p99p100;1984;0.0253
Czech Republic;"sptinc_p99p100_z_CZ
Pre-tax national income 
Top 1% | share
";p99p100;1985;0.0252
Czech Republic;"sptinc_p99p100_z_CZ
Pre-tax national income 
Top 1% | share
";p99p100;1986;0.0267
Czech Republic;"sptinc_p99p100_z_CZ
Pre-tax national income 
Top 1% | share
";p99p100;1987;0.0281
Czech Republic;"sptinc_p99p100_z_CZ
Pre-tax national income 
Top 1% | share
";p99p100;1988;0.0295
Czech Republic;"sptinc_p99p100_z_CZ
Pre-tax national income 
Top 1% | share
";p99p100;1989;0.0383
Czech Republic;"sptinc_p99p100_z_CZ
Pre-tax national income 
Top 1% | share
";p99p100;1990;0.0471
