country;Year;UD
Hong Kong;1985;16.78538813
Hong Kong;1984;
Hong Kong;1983;
Hong Kong;1982;
Hong Kong;1981;
Hong Kong;1980;
Hong Kong;1979;
Hong Kong;1978;
Hong Kong;1977;
Hong Kong;1976;
Hong Kong;1975;
Hong Kong;1974;
Hong Kong;1973;
Hong Kong;1972;
Hong Kong;1971;
Hong Kong;1970;
Hong Kong;1969;
Hong Kong;1968;
Hong Kong;1967;
Hong Kong;1966;
Hong Kong;1965;
Hong Kong;1964;
Hong Kong;1963;
Hong Kong;1962;
Hong Kong;1961;
Hong Kong;1960;
Hungary;2017;
Hungary;2016;8.503127476
Hungary;2015;9.367493995
Hungary;2014;10.1748283
Hungary;2013;
Hungary;2012;11.8409757
Hungary;2011;
Hungary;2010;
Hungary;2009;
Hungary;2008;14.41500107
Hungary;2007;14.93181868
Hungary;2006;
Hungary;2005;17.23347861
Hungary;2004;
Hungary;2003;17.65108223
Hungary;2002;
Hungary;2001;19.7366932
Hungary;2000;23.80586699
Hungary;1999;
Hungary;1998;27.19920993
Hungary;1997;
Hungary;1996;
Hungary;1995;48.33836858
Hungary;1994;
Hungary;1993;
Hungary;1992;
Hungary;1991;
Hungary;1990;88.63555556
Hungary;1989;
Hungary;1988;
Hungary;1987;97.77777778
Hungary;1986;
Hungary;1985;
Hungary;1984;
Hungary;1983;
Hungary;1982;
Hungary;1981;
Hungary;1980;
Hungary;1979;94
Hungary;1978;
Hungary;1977;
Hungary;1976;
Hungary;1975;
Hungary;1974;
Hungary;1973;
Hungary;1972;
Hungary;1971;
Hungary;1970;
Hungary;1969;
Hungary;1968;
Hungary;1967;
Hungary;1966;
Hungary;1965;
Hungary;1964;
Hungary;1963;
Hungary;1962;
Hungary;1961;
Hungary;1960;
Iceland;2017;
Iceland;2016;90.40524434
Iceland;2015;90.82799503
Iceland;2014;
Iceland;2013;88.98887435
Iceland;2012;
Iceland;2011;
Iceland;2010;
Iceland;2009;
Iceland;2008;79.23322684
Iceland;2007;86.92810458
Iceland;2006;91.28630705
Iceland;2005;95.23809524
Iceland;2004;98.65971705
Iceland;2003;94.67455621
Iceland;2002;92.46795362
Iceland;2001;88.09140334
Iceland;2000;89.42387152
Iceland;1999;87.39904734
Iceland;1998;88.06722689
Iceland;1997;87.7523772
Iceland;1996;87.21148385
Iceland;1995;87.32
Iceland;1994;87.36064114
Iceland;1993;86.49821429
Iceland;1992;87.47149321
Iceland;1991;87.88553114
Iceland;1990;
Iceland;1989;
Iceland;1988;
Iceland;1987;
Iceland;1986;
Iceland;1985;78.52412488
Iceland;1984;
Iceland;1983;75.62189055
Iceland;1982;
Iceland;1981;
Iceland;1980;66.23235613
Iceland;1979;67.15410574
Iceland;1978;
Iceland;1977;
Iceland;1976;
Iceland;1975;
Iceland;1974;
Iceland;1973;
Iceland;1972;
Iceland;1971;
Iceland;1970;
Iceland;1969;
Iceland;1968;
Iceland;1967;
Iceland;1966;
Iceland;1965;
Iceland;1964;
Iceland;1963;
Iceland;1962;
Iceland;1961;
Iceland;1960;
India;2017;
India;2016;
India;2015;
India;2014;
India;2013;12.63347256
India;2012;11.84013958
India;2011;
India;2010;10.27185347
India;2009;
India;2008;13.52033898
India;2007;
India;2006;
India;2005;12.37311917
India;2004;
India;2003;
India;2002;12.25833333
India;2001;
India;2000;11.78934889
India;1999;
India;1998;
India;1997;
India;1996;
India;1995;
India;1994;
India;1993;18.9
India;1992;19.07
India;1991;19.22
India;1990;19.38950276
India;1989;19.57
India;1988;19.79
India;1987;19.6
India;1986;19.36
India;1985;19.08902077
India;1984;18.81
India;1983;18.54
India;1982;18.32
India;1981;18
India;1980;18.15030675
India;1979;17.6
India;1978;17.16
India;1977;16.98
India;1976;16.82
India;1975;16.64
India;1974;16.55
India;1973;
India;1972;
India;1971;
India;1970;
India;1969;
India;1968;
India;1967;
India;1966;
India;1965;
India;1964;
India;1963;
India;1962;
India;1961;
India;1960;
Indonesia;2017;
Indonesia;2016;
Indonesia;2015;5.144371503
Indonesia;2014;
Indonesia;2013;
Indonesia;2012;5.695893885
Indonesia;2011;
Indonesia;2010;
Indonesia;2009;8.423057947
Indonesia;2008;9.341126825
Indonesia;2007;
Indonesia;2006;9.891836348
Indonesia;2005;
Indonesia;2004;
Indonesia;2003;
Indonesia;2002;24.15240165
Indonesia;2001;33.68962666
Indonesia;2000;
Indonesia;1999;
Indonesia;1998;
Indonesia;1997;4.954126441
Indonesia;1996;
Indonesia;1995;
Indonesia;1994;
Indonesia;1993;
Indonesia;1992;
Indonesia;1991;
Indonesia;1990;
Indonesia;1989;
Indonesia;1988;
Indonesia;1987;
Indonesia;1986;5
Indonesia;1985;
Indonesia;1984;
Indonesia;1983;
Indonesia;1982;
Indonesia;1981;
Indonesia;1980;
Indonesia;1979;
Indonesia;1978;
Indonesia;1977;
Indonesia;1976;
Indonesia;1975;
Indonesia;1974;
Indonesia;1973;
Indonesia;1972;
Indonesia;1971;
Indonesia;1970;
Indonesia;1969;
Indonesia;1968;
Indonesia;1967;
Indonesia;1966;
Indonesia;1965;
Indonesia;1964;
Indonesia;1963;
Indonesia;1962;
Indonesia;1961;
Indonesia;1960;19.99755102
Ireland;2017;
Ireland;2016;25.50797944
Ireland;2015;
Ireland;2014;
Ireland;2013;30.41367622
Ireland;2012;
Ireland;2011;32.65713441
Ireland;2010;33.50911421
Ireland;2009;31.41625486
Ireland;2008;30.11223905
Ireland;2007;29.53276047
Ireland;2006;31.75187278
Ireland;2005;32.47969864
Ireland;2004;33.63313687
Ireland;2003;34.88563955
Ireland;2002;35.17358432
Ireland;2001;35.07217469
Ireland;2000;35.9908387
Ireland;1999;38.03210049
Ireland;1998;40.52631579
Ireland;1997;44.22549471
Ireland;1996;44.1938883
Ireland;1995;47.08181818
Ireland;1994;48.60038404
Ireland;1993;50.01335559
Ireland;1992;51.28525933
Ireland;1991;51.18730809
Ireland;1990;51.0746096
Ireland;1989;51.81982852
Ireland;1988;50.50600962
Ireland;1987;50.20714286
Ireland;1986;51.61953422
Ireland;1985;54.18146904
Ireland;1984;57.01466993
Ireland;1983;57.16886228
Ireland;1982;56.12195122
Ireland;1981;56.61020882
Ireland;1980;57.12223516
Ireland;1979;57.50956938
Ireland;1978;57.62921348
Ireland;1977;56.96511628
Ireland;1976;56.30677291
Ireland;1975;55.33992095
Ireland;1974;53.87075718
Ireland;1973;53.26506024
Ireland;1972;53.55555556
Ireland;1971;53.23961219
Ireland;1970;53.23430962
Ireland;1969;51.29247911
Ireland;1968;49.62093352
Ireland;1967;48.77044476
Ireland;1966;48.31988473
Ireland;1965;48.22910663
Ireland;1964;48.45022288
Ireland;1963;47.77760968
Ireland;1962;48.03215926
Ireland;1961;47.1201248
Ireland;1960;45.34829721
Israel;2017;24.99753697
Israel;2016;
Israel;2015;
Israel;2014;
Israel;2013;
Israel;2012;22.81244352
Israel;2011;
Israel;2010;
Israel;2009;
Israel;2008;
Israel;2007;30.26323295
Israel;2006;
Israel;2005;
Israel;2004;
Israel;2003;
Israel;2002;
Israel;2001;
Israel;2000;37.68497177
Israel;1999;
Israel;1998;
Israel;1997;
Israel;1996;48.81742268
Israel;1995;56.24410791
Israel;1994;68
Israel;1993;
Israel;1992;70
Israel;1991;
Israel;1990;73.00613497
Israel;1989;
Israel;1988;73
Israel;1987;
Israel;1986;
Israel;1985;
Israel;1984;80
Israel;1983;82
Israel;1982;
Israel;1981;83.15789474
Israel;1980;84
Israel;1979;83
Israel;1978;82
Israel;1977;81
Israel;1976;80
Israel;1975;80
Israel;1974;80
Israel;1973;80
Israel;1972;80
Israel;1971;80
Israel;1970;80
Israel;1969;80
Israel;1968;80
Israel;1967;80
Israel;1966;80
Israel;1965;80
Israel;1964;80
Israel;1963;80
Israel;1962;80
Israel;1961;80
Israel;1960;80
Italy;2017;34.34509266
Italy;2016;34.36658461
Italy;2015;35.7124982
Italy;2014;36.41984029
Italy;2013;36.83025945
Italy;2012;36.28941119
Italy;2011;35.8229532
Italy;2010;35.5016371
Italy;2009;34.70025432
Italy;2008;33.41163071
Italy;2007;33.49950768
Italy;2006;33.08693738
Italy;2005;33.29362697
Italy;2004;33.56603237
Italy;2003;33.21240317
Italy;2002;33.35766091
Italy;2001;33.75412034
Italy;2000;34.36180797
Italy;1999;34.96550788
Italy;1998;35.26162661
Italy;1997;35.57946447
Italy;1996;36.65112395
Italy;1995;37.34256201
Italy;1994;37.90109606
Italy;1993;38.34261815
Italy;1992;38.67906611
Italy;1991;38.65723111
Italy;1990;38.68128973
Italy;1989;39.38705362
Italy;1988;39.82439722
Italy;1987;40.04634513
Italy;1986;40.37620373
Italy;1985;42.48582476
Italy;1984;45.30410382
Italy;1983;45.51690518
Italy;1982;46.68555241
Italy;1981;48.02980389
Italy;1980;49.58102004
Italy;1979;49.70307733
Italy;1978;50.4090168
Italy;1977;49.79435812
Italy;1976;50.46734356
Italy;1975;48.0406217
Italy;1974;46.21314106
Italy;1973;43.31482499
Italy;1972;41.7846047
Italy;1971;39.72605382
Italy;1970;36.96979159
Italy;1969;32.96069383
Italy;1968;31.43849727
Italy;1967;25.27227066
Italy;1966;25.31549554
Italy;1965;25.49466837
Italy;1964;26.91340048
Italy;1963;26.23703025
Italy;1962;25.22587932
Italy;1961;24.77642952
Italy;1960;24.67761245
Japan;2017;17.15243169
Japan;2016;17.35032292
Japan;2015;17.5212766
Japan;2014;17.60321716
Japan;2013;17.78318026
Japan;2012;17.97238372
Japan;2011;18.99504195
Japan;2010;18.40380743
Japan;2009;18.45787546
Japan;2008;18.2204924
Japan;2007;18.25095057
Japan;2006;18.3497807
Japan;2005;18.79844243
Japan;2004;19.25116713
Japan;2003;19.73945642
Japan;2002;20.26073907
Japan;2001;20.88284597
Japan;2000;21.54406273
Japan;1999;22.18157944
Japan;1998;22.52794337
Japan;1997;22.78797997
Japan;1996;23.3953401
Japan;1995;23.96731902
Japan;1994;24.25324675
Japan;1993;24.34256055
Japan;1992;24.49892557
Japan;1991;24.78408637
Japan;1990;25.36711479
Japan;1989;26.13165206
Japan;1988;26.94358748
Japan;1987;27.71454381
Japan;1986;28.18680064
Japan;1985;28.79202411
Japan;1984;29.22391559
Japan;1983;29.75285171
Japan;1982;30.56612982
Japan;1981;30.8917513
Japan;1980;31.14832536
Japan;1979;31.75696594
Japan;1978;32.59541985
Japan;1977;32.99814274
Japan;1976;33.69881466
Japan;1975;34.53099287
Japan;1974;34.26450371
Japan;1973;33.46611342
Japan;1972;34.31168831
Japan;1971;34.57209848
Japan;1970;35.10284332
Japan;1969;35.16411379
Japan;1968;34.50762389
Japan;1967;34.40573103
Japan;1966;34.749499
Japan;1965;35.28164117
Japan;1964;35.46869345
Japan;1963;35.01871257
Japan;1962;34.5969919
Japan;1961;33.80225989
Japan;1960;32.89493671
Korea (Republic of);2017;10.35491226
Korea (Republic of);2016;10.00036605
Korea (Republic of);2015;9.992438971
Korea (Republic of);2014;10.04824211
Korea (Republic of);2013;10.06265199
Korea (Republic of);2012;9.940130553
Korea (Republic of);2011;9.77448335
Korea (Republic of);2010;9.602743753
Korea (Republic of);2009;9.887892999
Korea (Republic of);2008;10.18408779
Korea (Republic of);2007;10.48807448
Korea (Republic of);2006;9.989371094
Korea (Republic of);2005;9.917959004
Korea (Republic of);2004;10.28943929
Korea (Republic of);2003;10.72709241
Korea (Republic of);2002;10.82668574
Korea (Republic of);2001;11.48497099
Korea (Republic of);2000;11.43315476
Korea (Republic of);1999;11.69254848
Korea (Republic of);1998;11.40143638
Korea (Republic of);1997;11.07262889
Korea (Republic of);1996;12.11028788
Korea (Republic of);1995;12.51855728
Korea (Republic of);1994;13.29487009
Korea (Republic of);1993;13.9598278
Korea (Republic of);1992;14.56360354
Korea (Republic of);1991;15.41549595
Korea (Republic of);1990;17.23181735
Korea (Republic of);1989;18.59954878
Korea (Republic of);1988;17.7674922
Korea (Republic of);1987;13.79019693
Korea (Republic of);1986;12.28376616
Korea (Republic of);1985;12.39385489
Korea (Republic of);1984;13.24232735
Korea (Republic of);1983;14.08481172
Korea (Republic of);1982;14.39005703
Korea (Republic of);1981;14.63645723
Korea (Republic of);1980;14.6679146
Korea (Republic of);1979;16.79365643
Korea (Republic of);1978;16.89535405
Korea (Republic of);1977;16.70855793
Korea (Republic of);1976;16.45194553
Korea (Republic of);1975;15.79109661
Korea (Republic of);1974;14.75663816
Korea (Republic of);1973;13.19658078
Korea (Republic of);1972;12.86621723
Korea (Republic of);1971;12.6745093
Korea (Republic of);1970;12.63371596
Korea (Republic of);1969;12.53969552
Korea (Republic of);1968;12.14429412
Korea (Republic of);1967;12.42026316
Korea (Republic of);1966;12.12136691
Korea (Republic of);1965;11.55699502
Korea (Republic of);1964;11.49297503
Korea (Republic of);1963;9.417540915
Korea (Republic of);1962;
Korea (Republic of);1961;
Korea (Republic of);1960;
Latvia;2017;
Latvia;2016;12.3421544
Latvia;2015;12.61300469
Latvia;2014;12.72023005
Latvia;2013;12.78426163
Latvia;2012;13.14092446
Latvia;2011;13.57163841
Latvia;2010;14.99430469
Latvia;2009;15.11262254
Latvia;2008;15.09003538
Latvia;2007;16.59748035
Latvia;2006;17.8715871
Latvia;2005;
Latvia;2004;
Latvia;2003;20.93533357
Latvia;2002;21
Latvia;2001;
Latvia;2000;
Latvia;1999;
Latvia;1998;
Latvia;1997;
Latvia;1996;
Latvia;1995;28.95752896
Latvia;1994;
Latvia;1993;
Latvia;1992;
Latvia;1991;
Latvia;1990;
Latvia;1989;
Latvia;1988;
Latvia;1987;
Latvia;1986;
Latvia;1985;
Latvia;1984;
Latvia;1983;
Latvia;1982;
Latvia;1981;
Latvia;1980;
Latvia;1979;
Latvia;1978;
Latvia;1977;
Latvia;1976;
Latvia;1975;
Latvia;1974;
Latvia;1973;
Latvia;1972;
Latvia;1971;
Latvia;1970;
Latvia;1969;
Latvia;1968;
Latvia;1967;
Latvia;1966;
Latvia;1965;
Latvia;1964;
Latvia;1963;
Latvia;1962;
Latvia;1961;
Latvia;1960;
Lithuania;2017;
Lithuania;2016;7.694248234
Lithuania;2015;7.87216292
Lithuania;2014;8.1422737
Lithuania;2013;8.37673325
Lithuania;2012;9.030919644
Lithuania;2011;9.730164403
Lithuania;2010;10.13546964
Lithuania;2009;9.96653352
Lithuania;2008;8.875821927
Lithuania;2007;9.284488849
Lithuania;2006;9.757537424
Lithuania;2005;
Lithuania;2004;
Lithuania;2003;13.59841979
Lithuania;2002;
Lithuania;2001;16.82846715
Lithuania;2000;
Lithuania;1999;14.62136579
Lithuania;1998;
Lithuania;1997;
Lithuania;1996;
Lithuania;1995;33.17918835
Lithuania;1994;
Lithuania;1993;
Lithuania;1992;
Lithuania;1991;
Lithuania;1990;
Lithuania;1989;
Lithuania;1988;
Lithuania;1987;
Lithuania;1986;
Lithuania;1985;
Lithuania;1984;
Lithuania;1983;
Lithuania;1982;
Lithuania;1981;
Lithuania;1980;
Lithuania;1979;
Lithuania;1978;
Lithuania;1977;
Lithuania;1976;
Lithuania;1975;
Lithuania;1974;
Lithuania;1973;
Lithuania;1972;
Lithuania;1971;
Lithuania;1970;
Lithuania;1969;
Lithuania;1968;
Lithuania;1967;
Lithuania;1966;
Lithuania;1965;
Lithuania;1964;
Lithuania;1963;
Lithuania;1962;
Lithuania;1961;
Lithuania;1960;
Luxembourg;2017;
Luxembourg;2016;32.25076438
Luxembourg;2015;
Luxembourg;2014;34.14570328
Luxembourg;2013;
Luxembourg;2012;35.28676348
Luxembourg;2011;
Luxembourg;2010;35.09161906
Luxembourg;2009;
Luxembourg;2008;36.52077157
Luxembourg;2007;
Luxembourg;2006;40.12539185
Luxembourg;2005;
Luxembourg;2004;41.58913195
Luxembourg;2003;42.54533368
Luxembourg;2002;
Luxembourg;2001;
Luxembourg;2000;
Luxembourg;1999;
Luxembourg;1998;43.19740725
Luxembourg;1997;41.92180281
Luxembourg;1996;
Luxembourg;1995;
Luxembourg;1994;
Luxembourg;1993;44.11259528
Luxembourg;1992;
Luxembourg;1991;
Luxembourg;1990;46.64771586
Luxembourg;1989;
Luxembourg;1988;
Luxembourg;1987;49.33718708
Luxembourg;1986;
Luxembourg;1985;
Luxembourg;1984;
Luxembourg;1983;
Luxembourg;1982;
Luxembourg;1981;51.83980946
Luxembourg;1980;50.44524378
Luxembourg;1979;49.088391
Luxembourg;1978;48.63077148
Luxembourg;1977;47.36391613
Luxembourg;1976;46.41782184
Luxembourg;1975;45.43014339
Luxembourg;1974;45.33811642
Luxembourg;1973;44.72780987
Luxembourg;1972;44.78990981
Luxembourg;1971;45.62867349
Luxembourg;1970;46.5276574
Luxembourg;1969;
Luxembourg;1968;
Luxembourg;1967;
Luxembourg;1966;
Luxembourg;1965;
Luxembourg;1964;
Luxembourg;1963;
Luxembourg;1962;
Luxembourg;1961;
Luxembourg;1960;
Malaysia;2017;
Malaysia;2016;
Malaysia;2015;8.78
Malaysia;2014;9.15
Malaysia;2013;9.371690574
Malaysia;2012;9.338910465
Malaysia;2011;8.503411265
Malaysia;2010;9.114819017
Malaysia;2009;9.895266127
Malaysia;2008;10.13161866
Malaysia;2007;10.26919734
Malaysia;2006;10.50157212
Malaysia;2005;10.03771594
Malaysia;2004;10.51857623
Malaysia;2003;10.48888859
Malaysia;2002;11.02784077
Malaysia;2001;11.12328165
Malaysia;2000;10.66511202
Malaysia;1999;10.98556607
Malaysia;1998;11.7255505
Malaysia;1997;11.53287257
Malaysia;1996;12.00339296
Malaysia;1995;12.72801758
Malaysia;1994;
Malaysia;1993;
Malaysia;1992;
Malaysia;1991;16.16320126
Malaysia;1990;16.482
Malaysia;1989;
Malaysia;1988;
Malaysia;1987;12.4892599
Malaysia;1986;
Malaysia;1985;
Malaysia;1984;
Malaysia;1983;
Malaysia;1982;
Malaysia;1981;
Malaysia;1980;
Malaysia;1979;
Malaysia;1978;
Malaysia;1977;13.7
Malaysia;1976;13.7
Malaysia;1975;13.7
Malaysia;1974;
Malaysia;1973;
Malaysia;1972;
Malaysia;1971;
Malaysia;1970;
Malaysia;1969;
Malaysia;1968;
Malaysia;1967;
Malaysia;1966;
Malaysia;1965;
Malaysia;1964;
Malaysia;1963;
Malaysia;1962;
Malaysia;1961;8.5
Malaysia;1960;
Malta;2017;51.55360214
Malta;2016;51.70776247
Malta;2015;52.62973126
Malta;2014;52.96799501
Malta;2013;53.73220798
Malta;2012;53.78551724
Malta;2011;53.39014085
Malta;2010;52.59710145
Malta;2009;52.5625
Malta;2008;52.6875
Malta;2007;56.51617895
Malta;2006;57.30375814
Malta;2005;56.39751938
Malta;2004;59.02656
Malta;2003;58.51652215
Malta;2002;59.32747391
Malta;2001;59.12367646
Malta;2000;60.30350195
Malta;1999;64.20897677
Malta;1998;63.35789277
Malta;1997;62.86627695
Malta;1996;61.6889957
Malta;1995;62.08756794
Malta;1994;63.24990607
Malta;1993;60.24941874
Malta;1992;67.02582321
Malta;1991;66.94617595
Malta;1990;66.39694331
Malta;1989;65.23707317
Malta;1988;62.47586207
Malta;1987;63.38190955
Malta;1986;65.38345865
Malta;1985;58.63716814
Malta;1984;51.02637363
Malta;1983;53.41648352
Malta;1982;
Malta;1981;
Malta;1980;
Malta;1979;
Malta;1978;
Malta;1977;
Malta;1976;
Malta;1975;
Malta;1974;
Malta;1973;
Malta;1972;
Malta;1971;
Malta;1970;
Malta;1969;
Malta;1968;
Malta;1967;
Malta;1966;
Malta;1965;
Malta;1964;
Malta;1963;
Malta;1962;
Malta;1961;
Malta;1960;
Mexico;2017;
Mexico;2016;
Mexico;2015;
Mexico;2014;
Mexico;2013;
Mexico;2012;
Mexico;2011;
Mexico;2010;13.76996156
Mexico;2009;14.5072429
Mexico;2008;14.74452266
Mexico;2007;
Mexico;2006;
Mexico;2005;
Mexico;2004;
Mexico;2003;
Mexico;2002;
Mexico;2001;
Mexico;2000;16.72909309
Mexico;1999;
Mexico;1998;16.64334997
Mexico;1997;
Mexico;1996;15.69951865
Mexico;1995;
Mexico;1994;19.89955624
Mexico;1993;
Mexico;1992;24.25140787
Mexico;1991;
Mexico;1990;
Mexico;1989;27.67668049
Mexico;1988;
Mexico;1987;
Mexico;1986;
Mexico;1985;
Mexico;1984;
Mexico;1983;
Mexico;1982;
Mexico;1981;
Mexico;1980;
Mexico;1979;
Mexico;1978;33.40858627
Mexico;1977;
Mexico;1976;
Mexico;1975;40.66233557
Mexico;1974;
Mexico;1973;
Mexico;1972;
Mexico;1971;
Mexico;1970;
Mexico;1969;
Mexico;1968;
Mexico;1967;
Mexico;1966;
Mexico;1965;
Mexico;1964;
Mexico;1963;
Mexico;1962;
Mexico;1961;
Mexico;1960;
Netherlands;2017;16.80120398
Netherlands;2016;17.32406491
Netherlands;2015;17.72048294
Netherlands;2014;18.13271691
Netherlands;2013;18.20811953
Netherlands;2012;18.84740335
Netherlands;2011;19.34421683
Netherlands;2010;19.2751421
Netherlands;2009;19.15937082
Netherlands;2008;19.25746126
Netherlands;2007;19.36208599
Netherlands;2006;20.33557163
Netherlands;2005;20.9960078
Netherlands;2004;21.30025573
Netherlands;2003;21.41905266
Netherlands;2002;21.60381971
Netherlands;2001;21.79553542
Netherlands;2000;22.57521905
Netherlands;1999;23.57722369
Netherlands;1998;23.85642406
Netherlands;1997;24.44049113
Netherlands;1996;24.97451245
Netherlands;1995;25.5308008
Netherlands;1994;25.3038091
Netherlands;1993;25.11392146
Netherlands;1992;24.50306267
Netherlands;1991;24.33956611
Netherlands;1990;24.56530456
Netherlands;1989;24.59418186
Netherlands;1988;24.43990676
Netherlands;1987;24.4633265
Netherlands;1986;27.13191862
Netherlands;1985;27.72229204
Netherlands;1984;29.26356589
Netherlands;1983;30.74200887
Netherlands;1982;32.2538742
Netherlands;1981;33.02503948
Netherlands;1980;34.78221
Netherlands;1979;36.5854812
Netherlands;1978;37.01077844
Netherlands;1977;37.17917676
Netherlands;1976;37.11614173
Netherlands;1975;37.75849244
Netherlands;1974;37.60051548
Netherlands;1973;38.03703844
Netherlands;1972;37.6020431
Netherlands;1971;37.99920461
Netherlands;1970;38.35124054
Netherlands;1969;38.25502345
Netherlands;1968;39.19139065
Netherlands;1967;40.04674327
Netherlands;1966;40.51620444
Netherlands;1965;39.91754798
Netherlands;1964;40.05391513
Netherlands;1963;41.12376969
Netherlands;1962;40.89063701
Netherlands;1961;41.13209762
Netherlands;1960;41.66133923
New Zealand;2017;17.02638889
New Zealand;2016;17.66259459
New Zealand;2015;17.94115887
New Zealand;2014;18.69983603
New Zealand;2013;19.75194004
New Zealand;2012;20.86873968
New Zealand;2011;21.14474191
New Zealand;2010;21.04367829
New Zealand;2009;21.65191428
New Zealand;2008;20.7634594
New Zealand;2007;21.0168461
New Zealand;2006;21.28326964
New Zealand;2005;20.93422993
New Zealand;2004;20.83948577
New Zealand;2003;21.19568528
New Zealand;2002;22.25988811
New Zealand;2001;22.28881232
New Zealand;2000;22.37890817
New Zealand;1999;21.68710557
New Zealand;1998;22.14026855
New Zealand;1997;23.41595828
New Zealand;1996;24.68445966
New Zealand;1995;27.22898812
New Zealand;1994;29.61988811
New Zealand;1993;33.67454111
New Zealand;1992;35.98890477
New Zealand;1991;42.92838661
New Zealand;1990;49.68018531
New Zealand;1989;52.98260657
New Zealand;1988;51.7837498
New Zealand;1987;50.40687161
New Zealand;1986;51.31727938
New Zealand;1985;55.98360656
New Zealand;1984;59.47368421
New Zealand;1983;64.46428571
New Zealand;1982;65.13513514
New Zealand;1981;65.67573748
New Zealand;1980;69.11907067
New Zealand;1979;68.97560976
New Zealand;1978;65.73341238
New Zealand;1977;62.77616661
New Zealand;1976;61.02454045
New Zealand;1975;60.91051207
New Zealand;1974;59.3301249
New Zealand;1973;58.9735416
New Zealand;1972;56.25649701
New Zealand;1971;56.32980055
New Zealand;1970;56.51830167
New Zealand;1969;39.8828074
New Zealand;1968;40.45144124
New Zealand;1967;41.45581921
New Zealand;1966;41.77193326
New Zealand;1965;42.54277108
New Zealand;1964;43.357125
New Zealand;1963;43.39324675
New Zealand;1962;43.67467192
New Zealand;1961;43.57265531
New Zealand;1960;45.84303448
Norway;2017;50.98263861
Norway;2016;50.90010899
Norway;2015;52.13627131
Norway;2014;52.10039402
Norway;2013;51.84327263
Norway;2012;51.74770318
Norway;2011;51.74690579
Norway;2010;52.28832654
Norway;2009;52.16532631
Norway;2008;51.64346738
Norway;2007;51.99736495
Norway;2006;53.10355081
Norway;2005;53.03109447
Norway;2004;53.26414239
Norway;2003;53.70445781
Norway;2002;53.23780264
Norway;2001;52.67301224
Norway;2000;52.98680125
Norway;1999;53.19801349
Norway;1998;53.74867876
Norway;1997;53.86236826
Norway;1996;56.27180422
Norway;1995;57.33891666
Norway;1994;57.83018868
Norway;1993;57.97224582
Norway;1992;58.06927882
Norway;1991;58.09659091
Norway;1990;58.54169616
Norway;1989;57.93530239
Norway;1988;56.12445415
Norway;1987;55.68064953
Norway;1986;57.05365854
Norway;1985;57.49138921
Norway;1984;58.31425598
Norway;1983;58.09681798
Norway;1982;58.13826562
Norway;1981;57.7359064
Norway;1980;57.87037037
Norway;1979;55.46583851
Norway;1978;54.01040845
Norway;1977;53.59023764
Norway;1976;52.80950809
Norway;1975;53.80960638
Norway;1974;54.10242588
Norway;1973;53.13367421
Norway;1972;51.92023634
Norway;1971;54.68126711
Norway;1970;56.79135495
Norway;1969;57.22006832
Norway;1968;57.24652778
Norway;1967;57.64122807
Norway;1966;58.13976765
Norway;1965;59.02377939
Norway;1964;59.25472044
Norway;1963;60.05641264
Norway;1962;59.83706816
Norway;1961;60.81502836
Norway;1960;60.02034716
Philippines;2017;
Philippines;2016;7.973156507
Philippines;2015;8.693379791
Philippines;2014;8.561021109
Philippines;2013;8.481793221
Philippines;2012;8.530992928
Philippines;2011;8.661135456
Philippines;2010;8.731223887
Philippines;2009;10.6278771
Philippines;2008;10.93662445
Philippines;2007;10.954992
Philippines;2006;11.12577221
Philippines;2005;11.70630056
Philippines;2004;
Philippines;2003;
Philippines;2002;
Philippines;2001;
Philippines;2000;27.13105925
Philippines;1999;
Philippines;1998;27.39469461
Philippines;1997;26.79423516
Philippines;1996;27.57385461
Philippines;1995;30.6043942
Philippines;1994;30.61635856
Philippines;1993;29.38189338
Philippines;1992;29.6278265
Philippines;1991;29.81794061
Philippines;1990;29.70000486
Philippines;1989;29.40086053
Philippines;1988;22.80076336
Philippines;1987;23.2003503
Philippines;1986;24.59867242
Philippines;1985;24.10089936
Philippines;1984;23.79960078
Philippines;1983;26.20070028
Philippines;1982;30.74367106
Philippines;1981;30.19893921
Philippines;1980;27.00158864
Philippines;1979;
Philippines;1978;
Philippines;1977;
Philippines;1976;
Philippines;1975;
Philippines;1974;
Philippines;1973;
Philippines;1972;
Philippines;1971;
Philippines;1970;
Philippines;1969;
Philippines;1968;
Philippines;1967;
Philippines;1966;
Philippines;1965;
Philippines;1964;
Philippines;1963;
Philippines;1962;
Philippines;1961;
Philippines;1960;
Poland;2017;
Poland;2016;12.31666296
Poland;2015;12.40547737
Poland;2014;12.84103996
Poland;2013;12.33879366
Poland;2012;11.58202139
Poland;2011;12.50766094
Poland;2010;13.43835407
Poland;2009;14.04196261
Poland;2008;14.38083913
Poland;2007;13.985174
Poland;2006;14.7468131
Poland;2005;15.99407217
Poland;2004;17.08614388
Poland;2003;17.67873198
Poland;2002;17.9807061
Poland;2001;19.08051488
Poland;2000;19.92712366
Poland;1999;20.41909273
Poland;1998;19.21396131
Poland;1997;19.30235765
Poland;1996;19.90474159
Poland;1995;20.19667717
Poland;1994;22.22551489
Poland;1993;21.45818093
Poland;1992;24.83006042
Poland;1991;
Poland;1990;32.97908232
Poland;1989;
Poland;1988;
Poland;1987;
Poland;1986;
Poland;1985;38.10128592
Poland;1984;
Poland;1983;
Poland;1982;
Poland;1981;96.59969088
